"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_gama2" "MLE_C_beta1" "MLE_C_beta2" "MLE_C_gama1" "MLE_C_gama2" "SMLE_beta1" "SMLE_beta2" "SMLE_gama1" "SMLE_gama2" "SMLE_C_beta1" "SMLE_C_beta2" "SMLE_C_gama1" "SMLE_C_gama2" "MDPDE_beta1" "MDPDE_beta2" "MDPDE_gama1" "MDPDE_gama2" "MDPDE_C_beta1" "MDPDE_C_beta2" "MDPDE_C_gama1" "MDPDE_C_gama2"
-2.54861735772453 -2.34376794546863 4.71077493265345 0.754470730650575 -3.00323969704948 -0.472037817574499 6.28555944111331 -4.68153346225231 -2.54861735772453 -2.34376794546863 4.71077493265345 0.754470730650575 -2.57875049636145 -2.24606232735753 4.68005791014656 0.749136510366123 -2.54861735772453 -2.34376794546863 4.71077493265345 0.754470730650575 -2.58324502448532 -2.23327303313216 4.70175299689851 0.699133936840472
-2.41075950415648 -2.34485285261017 4.03422673019063 1.77779162433528 -2.8542608097643 -0.415658234066543 5.47756218508964 -3.8329291391678 -2.41075950415648 -2.34485285261017 4.03422673019063 1.77779162433528 -2.40669864978241 -2.35203330995928 3.97327113278043 1.88135054935262 -2.41075950415648 -2.34485285261017 4.03422673019063 1.77779162433528 -2.40929742473378 -2.34537656234956 3.98534130510535 1.85357454272735
-2.45855275003323 -2.52884851704357 4.68380846237075 1.80220540203889 -2.82916974403625 -0.706899527745292 5.85750120086118 -4.12750596047693 -2.45855275003323 -2.52884851704357 4.68380846237075 1.80220540203889 -2.47308126477947 -2.50958250408864 4.62986170672669 2.03455483711982 -2.45855275003323 -2.52884851704357 4.68380846237075 1.80220540203889 -2.47331156736071 -2.50831195093256 4.63268831409487 2.02380052014336
-2.58444444387683 -2.43733843578412 4.31852987421503 1.67995363322681 -3.07290816909524 -0.325917687607642 5.76294398710174 -4.10403996758691 -2.58444444387683 -2.43733843578412 4.31852987421503 1.67995363322681 -2.62779843716624 -2.32225325519891 4.30813465025081 1.66911242653836 -2.58444444387683 -2.43733843578412 4.31852987421503 1.67995363322681 -2.63010319162025 -2.31548939055024 4.31633739201932 1.64784374873638
-2.50949211175346 -2.57355236708456 4.33041405068081 1.8416150736005 -3.12157882531989 -0.201881897238141 5.87359685180688 -4.19210988567282 -2.50949211175346 -2.57355236708456 4.33041405068081 1.8416150736005 -2.51786666630893 -2.54668926708145 4.40475265381777 1.61774475583005 -2.50949211175346 -2.57355236708456 4.33041405068081 1.8416150736005 -2.52221445624598 -2.53516986283326 4.41732373130756 1.58588609492604
-2.46171151953625 -2.55551391447279 4.64315969803782 1.24368687161423 -2.8822356660616 -0.736323120334094 6.24807029630335 -4.59148392585744 -2.46171151953625 -2.55551391447279 4.64315969803782 1.24368687161423 -2.47764094181892 -2.51563608349811 4.6625052514997 1.1868852358405 -2.46171151953625 -2.55551391447279 4.64315969803782 1.24368687161423 -2.48068639826453 -2.5065148246112 4.67633980147726 1.15275104172145
-2.58324467592474 -2.28707437267802 4.79341307928146 1.12574538524682 -3.00659501476544 -0.466474288935816 6.22826378716326 -4.54518584087288 -2.58324467592474 -2.28707437267802 4.79341307928146 1.12574538524682 -2.58341811991471 -2.29154898062331 4.86915378152799 0.914023501673602 -2.58324467592474 -2.28707437267802 4.79341307928146 1.12574538524682 -2.58579597631025 -2.28442795361939 4.8830263179758 0.878799697852599
-2.61864876260225 -2.29883648570844 4.85319670947525 0.736978924353112 -2.94945992954753 -0.672028530066344 6.13869831863943 -4.49966847839477 -2.61864876260225 -2.29883648570844 4.85319670947525 0.736978924353112 -2.59280062455449 -2.3845203867447 4.77848332554988 0.939903731392194 -2.61864876260225 -2.29883648570844 4.85319670947525 0.736978924353112 -2.59543539558541 -2.37596552407023 4.78995876696016 0.909272817551649
-2.43801062137198 -2.7655808370162 4.98022038937454 0.629204786971457 -2.98068233375091 -0.529317694064229 6.0817996481175 -4.39318129682888 -2.43801062137198 -2.7655808370162 4.98022038937454 0.629204786971457 -2.47022015304257 -2.65258866381513 4.67881119006266 1.45278775689985 -2.43801062137198 -2.7655808370162 4.98022038937454 0.629204786971457 -2.4725248767179 -2.64616249363582 4.68659420727495 1.43064041340028
-2.78060002882233 -2.02402044396445 4.94220846537515 0.812998473700726 -3.17238717624797 -0.305542675941899 6.43126598547016 -4.76449650650669 -2.78060002882233 -2.02402044396445 4.94220846537515 0.812998473700726 -2.75643166689131 -2.09803993389232 4.94714276466318 0.791221097727291 -2.78060002882233 -2.02402044396445 4.94220846537515 0.812998473700726 -2.75816170118967 -2.09506599172741 4.92798249518588 0.827485441998655
