"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_gama1" "se_MLE_C_gama2" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_gama1" "se_SMLE_gama2" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_gama1" "se_SMLE_C_gama2" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_gama1" "se_MDPDE_gama2" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_gama1" "se_MDPDE_C_gama2"
0.0856646336389113 0.154847965792652 0.25966566087231 0.44172112188533 0.0949503256114587 0.266302549539318 0.255319726472519 0.455132146181421 0.0856646336389113 0.154847965792652 0.25966566087231 0.44172112188533 0.085953759231544 0.155205821387958 0.260964640429294 0.443972835916267 0.0856646336389113 0.154847965792652 0.25966566087231 0.44172112188533 0.0858915860986024 0.155521142811067 0.261008746897874 0.444088859463017
0.0778571896608592 0.144495117404341 0.258835939172032 0.44032402159755 0.0871833548143221 0.255348610848727 0.25390129248017 0.450984955624004 0.0778571896608592 0.144495117404341 0.258835939172032 0.44032402159755 0.0784852190915523 0.14647024442817 0.260126420810706 0.442677015744657 0.0778571896608592 0.144495117404341 0.258835939172032 0.44032402159755 0.0784267432530461 0.146690023763311 0.260171055719952 0.44277322150069
0.0735192933212812 0.151606895201203 0.257906143809406 0.439976450496514 0.0845245200234077 0.259140665137077 0.253136843177457 0.452249123785929 0.0735192933212812 0.151606895201203 0.257906143809406 0.439976450496514 0.0738403629461516 0.153037498300166 0.259181681347416 0.44236354984819 0.0735192933212812 0.151606895201203 0.257906143809406 0.439976450496514 0.0738034243362836 0.153293334856205 0.259206965148455 0.442399036365781
0.0762311594093831 0.150183350281717 0.258323949643414 0.440340322812448 0.081795502569617 0.255939319414673 0.252506134936297 0.450465579612592 0.0762311594093831 0.150183350281717 0.258323949643414 0.440340322812448 0.0751729891557181 0.155316109804457 0.259200739132416 0.442592268648994 0.0762311594093831 0.150183350281717 0.258323949643414 0.440340322812448 0.0751463764261469 0.155577403131856 0.259226861160402 0.442628872007074
0.0871122674815081 0.157096459529669 0.259869037630769 0.442089062499845 0.0934694915224596 0.267491159875988 0.254924024282351 0.455472081072333 0.0871122674815081 0.157096459529669 0.259869037630769 0.442089062499845 0.0860887509106543 0.156556449657407 0.261015730642963 0.444191141288835 0.0871122674815081 0.157096459529669 0.259869037630769 0.442089062499845 0.0861045107872743 0.15690940663668 0.261067696973209 0.44431182332195
0.0913105342989988 0.164043430359963 0.26001078727972 0.442741378490534 0.10512046228816 0.288519183131653 0.256884759325371 0.464178305037111 0.0913105342989988 0.164043430359963 0.26001078727972 0.442741378490534 0.0918983300515514 0.163877043263286 0.261424637579615 0.44505533843366 0.0913105342989988 0.164043430359963 0.26001078727972 0.442741378490534 0.0918609725540051 0.164120617241404 0.261472944120349 0.445168737034378
0.0840746137886979 0.161655541685745 0.259137115599971 0.442006563466698 0.0923082834369544 0.266030245496904 0.254610879682904 0.454895347650752 0.0840746137886979 0.161655541685745 0.259137115599971 0.442006563466698 0.0852280659601413 0.16335507632635 0.260547655096562 0.444531755512596 0.0840746137886979 0.161655541685745 0.259137115599971 0.442006563466698 0.0851370138698177 0.163569413601432 0.260576244293072 0.444598926844063
0.0917286258047326 0.165284054075724 0.260321601065537 0.443154193290131 0.0953236712522901 0.27247403120963 0.255148661516391 0.457336849355586 0.0917286258047326 0.165284054075724 0.260321601065537 0.443154193290131 0.0918639306210745 0.169600597142964 0.261536020201245 0.445930770673315 0.0917286258047326 0.165284054075724 0.260321601065537 0.443154193290131 0.0917684209999126 0.169859852023767 0.261566397992483 0.446021268889622
0.072106819269108 0.142937141205948 0.257985145841719 0.439449667155148 0.0801652749433163 0.246802072705903 0.252494179663534 0.446831964970126 0.072106819269108 0.142937141205948 0.257985145841719 0.439449667155148 0.0721058327610383 0.14390077783555 0.258510364096386 0.440463705231938 0.072106819269108 0.142937141205948 0.257985145841719 0.439449667155148 0.0722172000125766 0.144175515760451 0.259280106679026 0.44180967710813
0.0743370155481627 0.155382706970401 0.257812305070134 0.440136303960265 0.086113555809042 0.26207991629712 0.253403739016647 0.453680338898784 0.0743370155481627 0.155382706970401 0.257812305070134 0.440136303960265 0.0745688148874996 0.155669248799796 0.259145903994902 0.442553712129466 0.0743370155481627 0.155382706970401 0.257812305070134 0.440136303960265 0.0745549733733105 0.155914888758018 0.259172966046369 0.442586108134253
0.0919002882513196 0.171970042000324 0.259875374935933 0.443623387384899 0.102087797771011 0.290168924404935 0.256133199958833 0.465555773572484 0.0919002882513196 0.171970042000324 0.259875374935933 0.443623387384899 0.092663565191972 0.169895572486779 0.261344060367485 0.445836235218205 0.0919002882513196 0.171970042000324 0.259875374935933 0.443623387384899 0.0926284130612058 0.17024773102241 0.261384932277054 0.445947200067805
0.0737476162830423 0.142584185399215 0.258268138504011 0.439706936757257 0.083896398785718 0.250372285197755 0.253232808345278 0.448410364370639 0.0737476162830423 0.142584185399215 0.258268138504011 0.439706936757257 0.0745169732623462 0.13738961657196 0.259091783080433 0.440522819293048 0.0737476162830423 0.142584185399215 0.258268138504011 0.439706936757257 0.0744927685188543 0.137565153843368 0.2591345305884 0.440612435048858
0.0820612346162262 0.157347681633775 0.259071413001119 0.441622294724959 0.0892663996384686 0.262523052571106 0.254118671065428 0.453704711890973 0.0820612346162262 0.157347681633775 0.259071413001119 0.441622294724959 0.0825304216981533 0.160788747373444 0.260298851581226 0.444173144254254 0.0820612346162262 0.157347681633775 0.259071413001119 0.441622294724959 0.0824410919267229 0.161028508192573 0.260324670253005 0.44423346810656
0.0722831145799253 0.148435263191514 0.257796383050942 0.43958159016516 0.0776549976909092 0.246266182615528 0.251904800874191 0.446125922374992 0.0722831145799253 0.148435263191514 0.257796383050942 0.43958159016516 0.0719194864048066 0.150084522427065 0.258933239948016 0.441795172157469 0.0722831145799253 0.148435263191514 0.257796383050942 0.43958159016516 0.0718909037297026 0.150362237549897 0.258958817682162 0.441830135418103
0.0838906281741902 0.151246064727143 0.25942596121955 0.441245324720519 0.0981079414907789 0.276679297086534 0.255737432912931 0.459999042416658 0.0838906281741902 0.151246064727143 0.25942596121955 0.441245324720519 0.0839085920116823 0.153464347945074 0.260659939728563 0.443707125192106 0.0838906281741902 0.151246064727143 0.25942596121955 0.441245324720519 0.08386935244695 0.15374250724426 0.260706337569956 0.443815695256429
0.0730056098550897 0.148342035422395 0.257893261262407 0.43970829909947 0.0793186180177187 0.246539071631331 0.252260830182242 0.446245943567146 0.0730056098550897 0.148342035422395 0.257893261262407 0.43970829909947 0.07356571731736 0.148804729614614 0.259247595788233 0.442110049898925 0.0730056098550897 0.148342035422395 0.257893261262407 0.43970829909947 0.0734983936414685 0.149019653368052 0.259276640848007 0.442158431990445
0.0815387223115147 0.165984152491492 0.258528170972233 0.441863306052154 0.0903411374617199 0.264530335467188 0.254090916739839 0.453295547251765 0.0815387223115147 0.165984152491492 0.258528170972233 0.441863306052154 0.0813842710180498 0.169602142285081 0.259644919415002 0.44438224124325 0.0815387223115147 0.165984152491492 0.258528170972233 0.441863306052154 0.0813463077944355 0.170015571000525 0.259651945749782 0.444398689751864
0.0938303903257837 0.176184128007904 0.260486329179516 0.44463436865733 0.103436016687669 0.283562715527326 0.256864079155897 0.4622141336194 0.0938303903257837 0.176184128007904 0.260486329179516 0.44463436865733 0.0952204148060813 0.177317566704893 0.261992352199038 0.447204923446675 0.0938303903257837 0.176184128007904 0.260486329179516 0.44463436865733 0.0951092109490231 0.177537851877402 0.262015453760446 0.447278820460391
0.0832766433537357 0.158368762072986 0.259202029707766 0.441765251383175 0.0910614274389018 0.260963267836247 0.254546881574413 0.452828858665133 0.0832766433537357 0.158368762072986 0.259202029707766 0.441765251383175 0.0827244655372002 0.161326727200297 0.260285783155803 0.444110909653794 0.0832766433537357 0.158368762072986 0.259202029707766 0.441765251383175 0.0826865143427902 0.161658092577088 0.260316081760748 0.444183268945332
0.088045028337274 0.156960431356817 0.25985193836203 0.441977823460918 0.102707238640923 0.280266932839877 0.256720003154222 0.461194234459185 0.088045028337274 0.156960431356817 0.25985193836203 0.441977823460918 0.0880750488272206 0.156499334863605 0.261157105511421 0.444165969950809 0.088045028337274 0.156960431356817 0.25985193836203 0.441977823460918 0.0880563734133661 0.156766433413103 0.261210025540985 0.444286627709503
0.0718239965742777 0.141152533191212 0.25797559971402 0.439321650054581 0.0861264031715119 0.25636018668806 0.253511970411235 0.451052699544943 0.0718239965742777 0.141152533191212 0.25797559971402 0.439321650054581 0.072147147167588 0.142308998812491 0.259254240659692 0.44163978396017 0.0718239965742777 0.141152533191212 0.25797559971402 0.439321650054581 0.0721055894696146 0.142540416245442 0.259293932708428 0.44171278126349
0.0855268796224511 0.158961155281899 0.259433570913704 0.44204144745276 0.0962361011428252 0.275653133505425 0.255229157661477 0.458795355461481 0.0855268796224511 0.158961155281899 0.259433570913704 0.44204144745276 0.0864371421963917 0.15962550335493 0.260851433861086 0.444500210964398 0.0855268796224511 0.158961155281899 0.259433570913704 0.44204144745276 0.0863521104475214 0.159897822566748 0.260888236374678 0.444597999554144
0.0787067363185352 0.169188074759047 0.257788145357915 0.441339940579878 0.0855670580489022 0.263458538111695 0.253137178456457 0.45375281049368 0.0787067363185352 0.169188074759047 0.257788145357915 0.441339940579878 0.0780592233632367 0.167096425394062 0.259158868111927 0.44369459500518 0.0787067363185352 0.169188074759047 0.257788145357915 0.441339940579878 0.078078735234632 0.167486683259075 0.259171258234789 0.44370054869964
0.0755637702116003 0.151677681309034 0.258179758210982 0.44024160471785 0.0840316053643055 0.252549338570852 0.253138895295817 0.448944442131645 0.0755637702116003 0.151677681309034 0.258179758210982 0.44024160471785 0.0763591174450327 0.151255913808858 0.259595510456919 0.442604283467838 0.0755637702116003 0.151677681309034 0.258179758210982 0.44024160471785 0.0762968001942794 0.151505280976919 0.2596269663818 0.44266584044064
0.0774969493467442 0.147872555082446 0.258683789091636 0.440532222020063 0.0918981190530657 0.270646873396689 0.2544589819136 0.45724243715621 0.0774969493467442 0.147872555082446 0.258683789091636 0.440532222020063 0.0780928626684321 0.146876780410114 0.260077142775637 0.442833556935486 0.0774969493467442 0.147872555082446 0.258683789091636 0.440532222020063 0.0780315486089824 0.147100745151459 0.260119418031536 0.442925241368207
0.0817367239684676 0.160389422221697 0.258788132623928 0.441616396268666 0.0862093146852426 0.262269565951104 0.253286899956771 0.453116646696608 0.0817367239684676 0.160389422221697 0.258788132623928 0.441616396268666 0.0814322730245343 0.162743926121679 0.259929862244239 0.444014820167042 0.0817367239684676 0.160389422221697 0.258788132623928 0.441616396268666 0.0814008389986059 0.163029405370976 0.259957666397764 0.444067908944987
0.0922280816281175 0.167970913287016 0.260127024341213 0.443266645539752 0.108077223891393 0.28892754699764 0.25763674789191 0.464264328959544 0.0922280816281175 0.167970913287016 0.260127024341213 0.443266645539752 0.0932326759150816 0.169158225144103 0.261564607911062 0.445765583264321 0.0922280816281175 0.167970913287016 0.260127024341213 0.443266645539752 0.09315883922184 0.169348837230001 0.261603570870582 0.445860041962345
0.0718930339195428 0.140343773941542 0.258160706462979 0.439502691753107 0.0817310390891179 0.252590368833882 0.252668537321944 0.449045569991803 0.0718930339195428 0.140343773941542 0.258160706462979 0.439502691753107 0.0714258062986177 0.141223235020175 0.258609941396453 0.440441315367613 0.0718930339195428 0.140343773941542 0.258160706462979 0.439502691753107 0.0714148241357889 0.141424062426027 0.258647502043425 0.440516149345746
0.0861417459857578 0.149772214959748 0.259689585913205 0.44110003510316 0.0979549016716828 0.272723574355282 0.255725536192931 0.457510952334051 0.0861417459857578 0.149772214959748 0.259689585913205 0.44110003510316 0.0875247825797885 0.149776304430808 0.261114878391192 0.443303412671787 0.0861417459857578 0.149772214959748 0.259689585913205 0.44110003510316 0.0874344921100788 0.149958824175133 0.261166967239718 0.443429312719728
0.0769279347489364 0.150101003401591 0.258414492905139 0.440391857115917 0.0854901567890616 0.258127075161876 0.2532480392038 0.451291685662185 0.0769279347489364 0.150101003401591 0.258414492905139 0.440391857115917 0.0766895308420968 0.151815557496688 0.259584456459512 0.442669579128557 0.0769279347489364 0.150101003401591 0.258414492905139 0.440391857115917 0.0766719234504424 0.152058374809072 0.259623134908383 0.442738808062967
0.0834340353982552 0.148090480172198 0.25944333032777 0.440957108830018 0.0973425039471747 0.271320553185283 0.255701133823792 0.457117821893726 0.0834340353982552 0.148090480172198 0.25944333032777 0.440957108830018 0.08492878604464 0.142112898944231 0.260893306851579 0.442454921704366 0.0834340353982552 0.148090480172198 0.25944333032777 0.440957108830018 0.0848377259868051 0.14239022752802 0.260951433856504 0.442603197660612
0.0782870015381055 0.145381676036121 0.258804034010575 0.440373229844626 0.0899514289729512 0.262757587382215 0.254230426526084 0.453894809060593 0.0782870015381055 0.145381676036121 0.258804034010575 0.440373229844626 0.0791219374886113 0.145147953903651 0.26019464521345 0.442646525798615 0.0782870015381055 0.145381676036121 0.258804034010575 0.440373229844626 0.0790673154143551 0.145362840087048 0.260242860989074 0.442750618220608
