"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_gama2" "MLE_C_beta1" "MLE_C_beta2" "MLE_C_gama1" "MLE_C_gama2" "SMLE_beta1" "SMLE_beta2" "SMLE_gama1" "SMLE_gama2" "SMLE_C_beta1" "SMLE_C_beta2" "SMLE_C_gama1" "SMLE_C_gama2" "MDPDE_beta1" "MDPDE_beta2" "MDPDE_gama1" "MDPDE_gama2" "MDPDE_C_beta1" "MDPDE_C_beta2" "MDPDE_C_gama1" "MDPDE_C_gama2"
-2.27214415283517 -3.08658466932564 4.58786833356841 1.73705665847851 -2.77364415750871 -0.8920452443829 5.9679873508843 -4.31210598880887 -2.27214415283517 -3.08658466932564 4.58786833356841 1.73705665847851 -2.24546060546884 -3.16196695500731 4.68122959202191 1.47965710179007 -2.27214415283517 -3.08658466932564 4.58786833356841 1.73705665847851 -2.24741033576837 -3.15612338793019 4.68570069529235 1.46774550225392
-2.45177959998473 -2.68573176577516 5.37554610427479 0.160114079119387 -2.90022892861147 -0.793257208217899 6.61798970730074 -4.95582626467971 -2.45177959998473 -2.68573176577516 5.37554610427479 0.160114079119387 -2.46303155666119 -2.63549163660415 5.45694331716983 -0.158469337355392 -2.45177959998473 -2.68573176577516 5.37554610427479 0.160114079119387 -2.46758374330749 -2.62187926972576 5.47282533178721 -0.195514395856539
-2.57017295624845 -2.38251998747711 4.13412890819929 2.36875156444499 -3.05727867173331 -0.478228355022146 6.75010360721234 -5.28026058132052 -2.57017295624845 -2.38251998747711 4.13412890819929 2.36875156444499 -2.63955843797984 -2.22527814732273 4.32663945684512 1.96980187726413 -2.57017295624845 -2.38251998747711 4.13412890819929 2.36875156444499 -2.64803792032871 -2.21145251026327 4.3672189010162 1.89590814448524
-2.77545242578422 -2.21621748970123 4.17922177520158 3.19501529210008 -3.18766816657314 -0.449289505380906 6.85410966443177 -5.22366483449102 -2.77545242578422 -2.21621748970123 4.17922177520158 3.19501529210008 -2.73880312884044 -2.30434603757494 4.30880523013165 2.91396735179564 -2.77545242578422 -2.21621748970123 4.17922177520158 3.19501529210008 -2.74032441888833 -2.30077291802929 4.32129163013118 2.88379791495222
-2.38129867046655 -2.56571786292505 4.26742239045113 1.70008960179566 -2.88852179946469 -0.455352475864401 5.66957090876021 -3.99004528632876 -2.38129867046655 -2.56571786292505 4.26742239045113 1.70008960179566 -2.4281815328768 -2.42871598868339 4.26811312350393 1.61425938849415 -2.38129867046655 -2.56571786292505 4.26742239045113 1.70008960179566 -2.43099196428385 -2.42104431674991 4.27687923295049 1.59340941815691
-2.53552382312238 -2.4860322626404 4.87753536611822 0.923251754929089 -2.96724451074831 -0.566994923691849 6.19986640294144 -4.59664976753958 -2.53552382312238 -2.4860322626404 4.87753536611822 0.923251754929089 -2.57230784181259 -2.40174414615646 4.69852601799101 1.40993274021879 -2.53552382312238 -2.4860322626404 4.87753536611822 0.923251754929089 -2.57312251864188 -2.39863158787509 4.70309952511458 1.39675621876382
-2.53597064287986 -2.63350503776602 3.5688124717344 2.79334919353971 -3.34219772866387 0.188955488001128 5.63931697159339 -4.04487331886489 -2.53597064287986 -2.63350503776602 3.5688124717344 2.79334919353971 -3.34219772866387 0.188955488001128 5.63931697159339 -4.04487331886489 -2.53597064287986 -2.63350503776602 3.5688124717344 2.79334919353971 -3.34219772866387 0.188955488001128 5.63931697159339 -4.04487331886489
-2.72305763609093 -2.21416789178217 5.68494913905175 0.153357913087159 -2.86480864649649 -1.22511958244329 6.78111855315171 -4.92319385759368 -2.72305763609093 -2.21416789178217 5.68494913905175 0.153357913087159 -2.71085802071533 -2.25535824243443 5.57559219672973 0.444563213924473 -2.72305763609093 -2.21416789178217 5.68494913905175 0.153357913087159 -2.71170322860886 -2.25253109675011 5.58218045514919 0.426608464325859
-2.43643714571168 -2.54586406782411 4.60857929523605 0.748210343613289 -2.90570775887947 -0.515771538744967 5.68129129944467 -4.02184350780059 -2.43643714571168 -2.54586406782411 4.60857929523605 0.748210343613289 -2.44011965215836 -2.51715839589258 4.61859825342833 0.643973977817966 -2.43643714571168 -2.54586406782411 4.60857929523605 0.748210343613289 -2.90570775887947 -0.515771538744967 5.68129129944467 -4.02184350780059
-2.54045896152444 -2.32246913855927 5.24696087566221 0.174990296125931 -2.95950147912512 -0.584407598104643 6.62786817509137 -4.95941265227604 -2.54045896152444 -2.32246913855927 5.24696087566221 0.174990296125931 -2.57353244068998 -2.20495762168308 5.26883101342458 0.0469183577888723 -2.54045896152444 -2.32246913855927 5.24696087566221 0.174990296125931 -2.57820381873358 -2.19102308398961 5.29008800156498 -0.00515756274741486
-2.35367390907489 -2.84535951871265 4.35423432094804 1.98704322026105 -2.89855304904223 -0.698275600963373 6.21975856976857 -4.51861944033876 -2.35367390907489 -2.84535951871265 4.35423432094804 1.98704322026105 -2.33785326524077 -2.86149655438998 4.04651940819987 2.68230200838723 -2.35367390907489 -2.84535951871265 4.35423432094804 1.98704322026105 -2.34250086260128 -2.85104486453007 4.07011439628581 2.63036831187372
-2.65271846980678 -2.55249063124835 4.45053170795543 2.10293403471622 -3.29614587738072 -0.00566179694362078 6.06868391612311 -4.48556945791691 -2.65271846980678 -2.55249063124835 4.45053170795543 2.10293403471622 -2.67418127420056 -2.48029702425465 4.53834944906668 1.84909590722371 -2.65271846980678 -2.55249063124835 4.45053170795543 2.10293403471622 -2.67609402954801 -2.47541760222771 4.54393590859755 1.83364922753685
-2.50704036586166 -2.3783512992045 5.15876562164523 0.231143543925845 -2.68571001681765 -1.36605234276985 6.86457552359574 -5.19619377907257 -2.50704036586166 -2.3783512992045 5.15876562164523 0.231143543925845 -2.4555646216914 -2.53959240406371 4.77905540859567 1.15794120258515 -2.50704036586166 -2.3783512992045 5.15876562164523 0.231143543925845 -2.4580620734603 -2.53255920856069 4.79846869798788 1.11141263296602
-2.2885070772328 -2.81366420770569 4.38063111029859 1.62356048396071 -2.75224025914016 -0.897129183482864 6.3871097748825 -4.80266048503669 -2.2885070772328 -2.81366420770569 4.38063111029859 1.62356048396071 -2.30618271782068 -2.76927133040099 4.62391160402622 1.05174361363375 -2.2885070772328 -2.81366420770569 4.38063111029859 1.62356048396071 -2.30954772716001 -2.75883237648873 4.64010535776973 1.01326126132162
-2.63536292687251 -2.12276092812037 3.74467967994928 3.20761502927296 -3.03093862401391 -0.272755310995461 5.45802830257907 -3.59998910951545 -2.63536292687251 -2.12276092812037 3.74467967994928 3.20761502927296 -2.63385624817108 -2.11076265750253 3.81173474455189 2.97739245412689 -2.63536292687251 -2.12276092812037 3.74467967994928 3.20761502927296 -2.63557336918915 -2.10714945872505 3.82322734971913 2.94984392255358
-2.16792342657677 -3.03991314094334 4.77800606856116 1.58823749472677 -2.60201313072513 -1.17829506640692 6.80543457512741 -5.32365024627391 -2.16792342657677 -3.03991314094334 4.77800606856116 1.58823749472677 -2.15046746885282 -3.09694847784465 4.74816644104072 1.64015204257136 -2.16792342657677 -3.03991314094334 4.77800606856116 1.58823749472677 -2.15158665244156 -3.09355465000834 4.75508902951075 1.62359277767984
-2.49462943280057 -2.29857837177357 4.59594251136269 1.30038001655355 -2.86416098643646 -0.590256695674783 5.85956616001947 -4.12119231303472 -2.49462943280057 -2.29857837177357 4.59594251136269 1.30038001655355 -2.45810028762253 -2.40123109696981 4.47285986152779 1.58284111764259 -2.49462943280057 -2.29857837177357 4.59594251136269 1.30038001655355 -2.4599110991968 -2.3963910814104 4.48322793058396 1.55926285466606
-2.72012453889797 -2.06525153252968 5.16896462602844 -0.0642287877459144 -3.19766727603427 -0.136860556183161 6.60659400933182 -5.15861743319782 -2.72012453889797 -2.06525153252968 5.16896462602844 -0.0642287877459144 -2.79349799123922 -1.8673236161764 5.40002244942718 -0.6384315019062 -2.72012453889797 -2.06525153252968 5.16896462602844 -0.0642287877459144 -2.78287543383157 -1.9081725031487 5.31756560713284 -0.408983784481738
-2.51775321809244 -2.70998134809738 4.29695974849859 2.07917367143013 -3.10529101928861 -0.38059173012537 6.28852523561705 -4.75509050606453 -2.51775321809244 -2.70998134809738 4.29695974849859 2.07917367143013 -2.52495880255459 -2.66662167494457 4.09396417797436 2.53366165816163 -2.51775321809244 -2.70998134809738 4.29695974849859 2.07917367143013 -2.52857774141759 -2.65848321784563 4.11003786165024 2.49725685584509
-2.42357211881668 -2.68089154723972 5.7257747923614 -0.34252010947936 -2.7110264585537 -1.29996718982697 6.9296868409007 -5.22142938413128 -2.42357211881668 -2.68089154723972 5.7257747923614 -0.34252010947936 -2.43282538883438 -2.64583500678216 5.78236768183197 -0.536491276033892 -2.42357211881668 -2.68089154723972 5.7257747923614 -0.34252010947936 -2.43555298804161 -2.63586185876286 5.79289227262407 -0.56759083159797
-2.69921355080279 -2.15309163801016 4.79914277254931 0.703695848506397 -3.22506589955157 -0.0860793763296464 6.22298620333468 -4.58875198781292 -2.69921355080279 -2.15309163801016 4.79914277254931 0.703695848506397 -2.75134801627426 -2.00021702858036 4.95859892020037 0.26548924268993 -2.69921355080279 -2.15309163801016 4.79914277254931 0.703695848506397 -2.76118434095156 -1.97177613081117 5.00007841356525 0.160812655125114
-2.50007835319125 -2.47865145814174 5.95716583978651 -0.423607059871746 -2.80716547225274 -1.12237116932424 7.45180555961217 -5.76403396575096 -2.50007835319125 -2.47865145814174 5.95716583978651 -0.423607059871746 -2.51193448848955 -2.4473293110483 6.12360700421775 -0.894117083693514 -2.50007835319125 -2.47865145814174 5.95716583978651 -0.423607059871746 -2.51556571053615 -2.43468241069759 6.14606933460514 -0.949630461385366
-2.50537146338734 -2.4493288726138 5.33479979856662 0.792618729021859 -2.8743781627438 -0.860867567354948 7.21512912279046 -5.65591217446553 -2.50537146338734 -2.4493288726138 5.33479979856662 0.792618729021859 -2.42355339247621 -2.68203018811748 5.03511005062159 1.51985171270882 -2.50537146338734 -2.4493288726138 5.33479979856662 0.792618729021859 -2.42512878890724 -2.67799483984394 5.04530992762737 1.49648230684267
-2.31297917467864 -2.99256849225708 4.70782800986543 1.17314295442857 -2.83082351430467 -0.843963890380533 6.18563665680229 -4.53469042584143 -2.31297917467864 -2.99256849225708 4.70782800986543 1.17314295442857 -2.26436715056319 -3.11135147291818 4.75642753429443 1.14265245836585 -2.31297917467864 -2.99256849225708 4.70782800986543 1.17314295442857 -2.26818052201584 -3.10132854198738 4.75912042845152 1.12898079595827
