"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_beta3" "se_MLE_C_gama1" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_beta3" "se_SMLE_gama1" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_beta3" "se_SMLE_C_gama1" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_beta3" "se_MDPDE_gama1" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_beta3" "se_MDPDE_C_gama1"
0.0524643141353684 0.0945776921618205 0.0805950597240878 0.0802051317437537 0.107823519959386 0.171851405210035 0.149962920253903 0.0829676728173384 0.0524643141353684 0.0945776921618205 0.0805950597240878 0.0802051317437537 0.0524574268544377 0.0942359537933836 0.0803398909164623 0.0808879798295682 0.0524643141353684 0.0945776921618205 0.0805950597240878 0.0802051317437537 0.0533811081827687 0.095749041045898 0.0816599455369522 0.0809317822583815
0.0562273182122112 0.101317535865169 0.0849185815511798 0.0803311634896179 0.111145652018479 0.176326653492454 0.153617520109524 0.0830945232574769 0.0562273182122112 0.101317535865169 0.0849185815511798 0.0803311634896179 0.0587881308987169 0.105807003820355 0.0886936296595121 0.0812304509405235 0.0562273182122112 0.101317535865169 0.0849185815511798 0.0803311634896179 0.0575988730285694 0.103808685738831 0.0869496760048446 0.0815190665648204
0.0544762610495075 0.0983691848657045 0.0834619440753777 0.0803227568700839 0.108946959498832 0.173657484033875 0.151543801978156 0.083134034923467 0.0544762610495075 0.0983691848657045 0.0834619440753777 0.0803227568700839 0.0578060985986351 0.103963481048521 0.0883017530080884 0.0812623994001952 0.0544762610495075 0.0983691848657045 0.0834619440753777 0.0803227568700839 0.0566527932454109 0.102023086535325 0.0866129704729915 0.0815545188043471
0.0566814303773824 0.104163064411218 0.0869139697374708 0.0805976226296924 0.113302329987953 0.180421143719242 0.157217001716322 0.0838149356449898 0.0566814303773824 0.104163064411218 0.0869139697374708 0.0805976226296924 0.0584724182364147 0.107271232124804 0.089580149507923 0.0815174664583341 0.0566814303773824 0.104163064411218 0.0869139697374708 0.0805976226296924 0.0576117266492507 0.105763369997285 0.0882758551250874 0.081822778141311
0.0526060225895109 0.0947177867343584 0.0804011040977307 0.0801739441811882 0.106228818401641 0.170534338199555 0.148585459930717 0.0829892180736455 0.0526060225895109 0.0947177867343584 0.0804011040977307 0.0801739441811882 0.0540278905203503 0.0975388851123912 0.0827581151871193 0.0810180156931997 0.0526060225895109 0.0947177867343584 0.0804011040977307 0.0801739441811882 0.0530736259480219 0.095914083327942 0.0813570675212614 0.0813286853106747
0.0556954903374873 0.100992278946766 0.0848431926311581 0.0803856618022587 0.112041887974948 0.176878741240958 0.154295707424839 0.0830628744878359 0.0556954903374873 0.100992278946766 0.0848431926311581 0.0803856618022587 0.0577784558172146 0.104092186414746 0.0875806709553857 0.0811964701596644 0.0556954903374873 0.100992278946766 0.0848431926311581 0.0803856618022587 0.0567320173897534 0.10231304225168 0.0860279519309358 0.0814925319385129
0.0563803489367132 0.102389685330616 0.0863508702199707 0.080515902468025 0.111196944986822 0.176552005050305 0.154030459737661 0.0835190994229038 0.0563803489367132 0.102389685330616 0.0863508702199707 0.080515902468025 0.058226391608475 0.105476536900804 0.0890363578145036 0.0813893490445092 0.0563803489367132 0.102389685330616 0.0863508702199707 0.080515902468025 0.0572302451713639 0.103800458741283 0.0875763811329641 0.0816901657639999
0.0512536300735276 0.0936436396917586 0.0786913013398498 0.0801750264378262 0.108769041807265 0.174567728057589 0.151987173066212 0.0833325707108173 0.0512536300735276 0.0936436396917586 0.0786913013398498 0.0801750264378262 0.0523885984779372 0.0959057623972178 0.0805273729306334 0.0810032047353632 0.0512536300735276 0.0936436396917586 0.0786913013398498 0.0801750264378262 0.0531738863389906 0.0972013377748041 0.0816557039750777 0.0810399813539884
0.0521741979245816 0.0954705544140201 0.0805410149608294 0.0802883131918408 0.109441647849833 0.1747303945967 0.152394706243293 0.0833915012925055 0.0521741979245816 0.0954705544140201 0.0805410149608294 0.0802883131918408 0.05383180596651 0.0979324370339079 0.0827906269504266 0.08109213625014 0.0521741979245816 0.0954705544140201 0.0805410149608294 0.0802883131918408 0.0547601106448838 0.09943409227291 0.0841067461840108 0.081135798411977
0.0559537424127928 0.100644363151408 0.0856285944004969 0.0804216441864331 0.111253294459762 0.176168030924304 0.153928295609621 0.0833726685278953 0.0559537424127928 0.100644363151408 0.0856285944004969 0.0804216441864331 0.0578886258907151 0.103675604160172 0.0882958984473139 0.0812510111577198 0.0559537424127928 0.100644363151408 0.0856285944004969 0.0804216441864331 0.0569601238266722 0.102095323994727 0.0869254295437961 0.0815535731749337
