"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_beta3" "se_MLE_C_gama1" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_beta3" "se_SMLE_gama1" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_beta3" "se_SMLE_C_gama1" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_beta3" "se_MDPDE_gama1" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_beta3" "se_MDPDE_C_gama1"
0.084862830328676 0.153425629144337 0.129709226840772 0.114213071467318 0.156090684216261 0.247773867437424 0.216118898365911 0.117854515518917 0.084862830328676 0.153425629144337 0.129709226840772 0.114213071467318 0.0893019997199346 0.159898226791575 0.13541762630536 0.116104771987006 0.084862830328676 0.153425629144337 0.129709226840772 0.114213071467318 0.0916221294316073 0.16345333513193 0.138584536922743 0.116149309262781
0.0781315309345118 0.142438077948499 0.120303087446353 0.113788654349779 0.15458890957988 0.247793634667003 0.215955074973165 0.117956324321031 0.0781315309345118 0.142438077948499 0.120303087446353 0.113788654349779 0.0820596030785401 0.148837399754569 0.12572554237194 0.115073440176225 0.0781315309345118 0.142438077948499 0.120303087446353 0.113788654349779 0.0804028041038378 0.146094763953775 0.123287893167037 0.115487047811113
0.0710955031923594 0.130187601934216 0.110220890336803 0.113414577257126 0.160261264689837 0.253089045275254 0.221192686910973 0.118253073674362 0.0710955031923594 0.130187601934216 0.110220890336803 0.113414577257126 0.0709500113485842 0.129315324789431 0.109666407272538 0.114386748049384 0.0710955031923594 0.130187601934216 0.110220890336803 0.113414577257126 0.0713960321880097 0.130035433279869 0.110295530855212 0.114404423830619
0.0769031646913117 0.138796329015297 0.118318263429163 0.113617078570489 0.156582704743946 0.248479702977016 0.21717976435819 0.117697173695252 0.0769031646913117 0.138796329015297 0.118318263429163 0.113617078570489 0.078968808749899 0.142231717736976 0.121249608887818 0.114775341265745 0.0769031646913117 0.138796329015297 0.118318263429163 0.113617078570489 0.077668852806917 0.140043876103171 0.119343520040256 0.115214693806211
0.0747579410131812 0.135145875024694 0.115500174857006 0.11354784404896 0.156894783158976 0.248530697006856 0.217410341482502 0.117942502547497 0.0747579410131812 0.135145875024694 0.115500174857006 0.11354784404896 0.076202297675786 0.137262968945992 0.117348971365285 0.114630090597088 0.0747579410131812 0.135145875024694 0.115500174857006 0.11354784404896 0.077417891285408 0.139234906866734 0.119092147736818 0.114689711580555
0.0726022492950199 0.131108972903182 0.11123452924009 0.113326595945917 0.154574571196079 0.244937515647578 0.213823246961838 0.117345509788792 0.0726022492950199 0.131108972903182 0.11123452924009 0.113326595945917 0.0749754038782356 0.134376009954515 0.114343950091169 0.11439909086089 0.0726022492950199 0.131108972903182 0.11123452924009 0.113326595945917 0.0760595037431244 0.136156453495553 0.115885421028114 0.114450269239779
0.0755299629102853 0.136520748198282 0.115446708166536 0.113480829992039 0.154358147134126 0.244971099692889 0.213748415556983 0.11729366909904 0.0755299629102853 0.136520748198282 0.115446708166536 0.113480829992039 0.0769249925173493 0.13833155127744 0.117083405946255 0.11451816380981 0.0755299629102853 0.136520748198282 0.115446708166536 0.113480829992039 0.0759517591706549 0.136671501838964 0.115631968701383 0.114974911776391
0.0748266761105961 0.135453448956049 0.114493064137914 0.113425401930082 0.15318923902046 0.245099805097392 0.21368216591466 0.11738208272489 0.0748266761105961 0.135453448956049 0.114493064137914 0.113425401930082 0.0797835825252808 0.143832912628413 0.121731184659876 0.114742107990548 0.0748266761105961 0.135453448956049 0.114493064137914 0.113425401930082 0.0784717510009893 0.141609076299735 0.119797520654217 0.115178652935274
0.0828038491684861 0.151201181059159 0.126341288215195 0.114042065152856 0.157196145970668 0.251796262989672 0.219168316449387 0.118003608667435 0.0828038491684861 0.151201181059159 0.126341288215195 0.114042065152856 0.0857618393536887 0.156162247252588 0.13051182484359 0.115971567558329 0.0828038491684861 0.151201181059159 0.126341288215195 0.114042065152856 0.0871494958651695 0.158286082353204 0.132425496635143 0.115948520743897
0.075897055601196 0.136340629745377 0.115946540604701 0.11346143992199 0.155805256768243 0.24701800620224 0.215803613300478 0.1174916158272 0.075897055601196 0.136340629745377 0.115946540604701 0.11346143992199 0.0804337060332612 0.143844005693825 0.122496332728538 0.114729810961052 0.075897055601196 0.136340629745377 0.115946540604701 0.11346143992199 0.0793928369284274 0.142070250719443 0.120967315179567 0.115179343386886
0.0709550733322381 0.128831732635802 0.108822307862835 0.113251661781264 0.157901108793236 0.251104809963508 0.219059979953084 0.117887423734864 0.0709550733322381 0.128831732635802 0.108822307862835 0.113251661781264 0.0723312276382116 0.131724607012815 0.111084663166 0.114385198732127 0.0709550733322381 0.128831732635802 0.108822307862835 0.113251661781264 0.0729103727909472 0.132662905399031 0.111911382970029 0.114409200676854
0.073346387251303 0.132905085050154 0.112006933632448 0.113327429512665 0.151091370612827 0.241703818900409 0.210562976960156 0.117055973126792 0.073346387251303 0.132905085050154 0.112006933632448 0.113327429512665 0.0777260094093207 0.140059755872158 0.1181627130755 0.114545318028399 0.073346387251303 0.132905085050154 0.112006933632448 0.113327429512665 0.0763710189778768 0.137782037540047 0.116163900015952 0.114983101642171
