"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_beta3" "se_MLE_C_gama1" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_beta3" "se_SMLE_gama1" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_beta3" "se_SMLE_C_gama1" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_beta3" "se_MDPDE_gama1" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_beta3" "se_MDPDE_C_gama1"
0.129353669319078 0.231836601235356 0.200841096346079 0.225911227225877 0.295599832879946 0.471812261397056 0.413166901817361 0.234161583922769 0.129353669319078 0.231836601235356 0.200841096346079 0.225911227225877 0.130149141472738 0.231863002950559 0.201664335215773 0.22786639288459 0.129353669319078 0.231836601235356 0.200841096346079 0.225911227225877 0.131532717377813 0.234208529514364 0.203670213516647 0.227934629631797
0.136234143419331 0.243159413063013 0.210609159285782 0.226099649219642 0.288195870957751 0.465656084741063 0.407244872150031 0.233706528137362 0.136234143419331 0.243159413063013 0.210609159285782 0.226099649219642 0.139260782830115 0.247870387098037 0.214943363851336 0.22820068315129 0.136234143419331 0.243159413063013 0.210609159285782 0.226099649219642 0.141593620471261 0.251783625546864 0.218336281534634 0.228310564845081
0.136927324763152 0.24800386997893 0.214934235427306 0.226676669306237 0.317747278292626 0.499188371598183 0.437168686540522 0.237048074873977 0.136927324763152 0.24800386997893 0.214934235427306 0.226676669306237 0.137553793978064 0.248907101505084 0.216011673126882 0.22878001187072 0.136927324763152 0.24800386997893 0.214934235427306 0.226676669306237 0.138366243109222 0.250272691118231 0.217176052555137 0.228818289665342
0.137477440647046 0.249592080565759 0.215019254472026 0.226729908286894 0.322165985995277 0.509576126707261 0.446008007271885 0.238974052933205 0.137477440647046 0.249592080565759 0.215019254472026 0.226729908286894 0.14484134425855 0.263422123559571 0.226696082038555 0.2284234340988 0.137477440647046 0.249592080565759 0.215019254472026 0.226729908286894 0.142426514872787 0.259275664878253 0.223075330655722 0.229175031375325
0.141234756037041 0.259156104567357 0.216206588431132 0.226574073402373 0.325568212083336 0.512485091016523 0.447345156598227 0.23609517724124 0.141234756037041 0.259156104567357 0.216206588431132 0.226574073402373 0.147184476684701 0.269021786598689 0.224755959594606 0.228914432764489 0.141234756037041 0.259156104567357 0.216206588431132 0.226574073402373 0.147821588322381 0.269982211925489 0.225623501101218 0.228929860463257
0.169036703631646 0.312248647503268 0.262121944469541 0.229268989440581 0.325608131772016 0.515993708629889 0.450040945334456 0.23864123626187 0.169036703631646 0.312248647503268 0.262121944469541 0.229268989440581 0.171714300896661 0.316597726479271 0.266040325813561 0.233240017366286 0.169036703631646 0.312248647503268 0.262121944469541 0.229268989440581 0.174396263166598 0.320680122395769 0.269590423494106 0.233142067049043
0.144195386055088 0.264005145691404 0.220638305417815 0.22680112878783 0.326767683628931 0.511974117129397 0.447279808468725 0.236839358426722 0.144195386055088 0.264005145691404 0.220638305417815 0.22680112878783 0.138841447016527 0.254357562354139 0.213008464997136 0.228538001102097 0.144195386055088 0.264005145691404 0.220638305417815 0.22680112878783 0.140264126952255 0.25686626766174 0.215098360154172 0.228616448954841
0.155827579224559 0.279549585920605 0.24006560590167 0.227223670015967 0.29748209576246 0.480125512401485 0.419647178993671 0.234715759442403 0.155827579224559 0.279549585920605 0.24006560590167 0.227223670015967 0.166717666488117 0.299023291375455 0.256897146487008 0.231419321650784 0.155827579224559 0.279549585920605 0.24006560590167 0.227223670015967 0.169765868954679 0.303788535187347 0.261103457428358 0.231408021121141
0.135060695495549 0.247606960524737 0.21124511901613 0.226514210392101 0.301693860112513 0.488346150922007 0.426067739298916 0.236816171965225 0.135060695495549 0.247606960524737 0.21124511901613 0.226514210392101 0.141770331027837 0.259532509843525 0.221704119378113 0.2290329570768 0.135060695495549 0.247606960524737 0.21124511901613 0.226514210392101 0.143140991112175 0.261840648493153 0.223687963281776 0.229095361625528
0.15534366303911 0.276203286084175 0.239820999286878 0.22724889265668 0.313799573265354 0.496395152310662 0.434990558307988 0.235644085160479 0.15534366303911 0.276203286084175 0.239820999286878 0.22724889265668 0.16692151932632 0.296763142232437 0.257615064091951 0.230220891485984 0.15534366303911 0.276203286084175 0.239820999286878 0.22724889265668 0.164027809960466 0.291826432509398 0.25336184485968 0.231050802897805
0.155877628024063 0.290335767043962 0.246224364371084 0.228500011556316 0.305956735911794 0.494620987022345 0.431546422602257 0.237462506204897 0.155877628024063 0.290335767043962 0.246224364371084 0.228500011556316 0.155768631574639 0.286883342595444 0.244303915528806 0.230396652118376 0.155877628024063 0.290335767043962 0.246224364371084 0.228500011556316 0.153327027386654 0.282618508792311 0.24067385546801 0.231287235256448
0.124185665827171 0.224748037126813 0.191508251578652 0.225665275702471 0.302453605373586 0.482974224227769 0.421401362391193 0.234623541093761 0.124185665827171 0.224748037126813 0.191508251578652 0.225665275702471 0.13010536122133 0.235122894322444 0.200574101755556 0.227040152704484 0.124185665827171 0.224748037126813 0.191508251578652 0.225665275702471 0.1278532034953 0.231225313320822 0.197268772305908 0.22782722329718
0.142417929658115 0.265543377968015 0.221249579519947 0.227009150887262 0.312229892712659 0.505538197354603 0.439613984713731 0.237623803556374 0.142417929658115 0.265543377968015 0.221249579519947 0.227009150887262 0.146242205418929 0.273341884616078 0.228220058867561 0.229632466191266 0.142417929658115 0.265543377968015 0.221249579519947 0.227009150887262 0.147789025354308 0.275952291151894 0.230396565419164 0.229686340060847
0.136966424969425 0.247034247124752 0.20751083178015 0.225664952763253 0.292742028753253 0.472483696142575 0.410467021927385 0.231073270558207 0.136966424969425 0.247034247124752 0.20751083178015 0.225664952763253 0.137266580042209 0.247965412755213 0.208239836170438 0.227705080256781 0.136966424969425 0.247034247124752 0.20751083178015 0.225664952763253 0.13933914612236 0.251510616907632 0.211265211746294 0.22779022383369
0.145647298010772 0.260324752553105 0.222890858427876 0.226591911678756 0.309552911489264 0.492100126688539 0.42983543773731 0.235664158070063 0.145647298010772 0.260324752553105 0.222890858427876 0.226591911678756 0.132565797714038 0.24171868131226 0.205181810207573 0.228194896566943 0.145647298010772 0.260324752553105 0.222890858427876 0.226591911678756 0.134089247771118 0.244230173583351 0.207462342080084 0.2282716225378
0.160375825607034 0.278742407844036 0.239438022686183 0.226742635004534 0.313008279019758 0.488651038027477 0.427346859949755 0.234033669616863 0.160375825607034 0.278742407844036 0.239438022686183 0.226742635004534 0.164536523080988 0.288885505617774 0.247312169082318 0.229219739337861 0.160375825607034 0.278742407844036 0.239438022686183 0.226742635004534 0.161484154866466 0.283824776013626 0.242870057853319 0.230058303769446
0.145479242753607 0.267169638509269 0.223942738512635 0.226735351246019 0.2961442562683 0.483943003746993 0.420375305174308 0.234895907609942 0.145479242753607 0.267169638509269 0.223942738512635 0.226735351246019 0.149394683635812 0.27556031746588 0.230542651919 0.229248152678774 0.145479242753607 0.267169638509269 0.223942738512635 0.226735351246019 0.147542005424681 0.272391417012035 0.227774077093104 0.230195770301764
0.146885292348147 0.270477038890333 0.221669242009219 0.226582286362911 0.284183844574116 0.465923262904464 0.401949941100893 0.233121132788281 0.146885292348147 0.270477038890333 0.221669242009219 0.226582286362911 0.153259441434001 0.281467274061196 0.231157723955659 0.230190076288005 0.146885292348147 0.270477038890333 0.221669242009219 0.226582286362911 0.156229052403255 0.286303584077918 0.235387855496173 0.230193508584103
0.128665402839669 0.238661172371414 0.198850463296619 0.225871643772219 0.295540728411811 0.483429871288212 0.419660284246151 0.234420444998605 0.128665402839669 0.238661172371414 0.198850463296619 0.225871643772219 0.131753063848474 0.245879370538665 0.204405621100767 0.228247547760256 0.128665402839669 0.238661172371414 0.198850463296619 0.225871643772219 0.132626659375723 0.247352813145718 0.205677359525674 0.228274561551969
0.132109639310192 0.230546024120133 0.197958917690577 0.225525372917885 0.312403205288938 0.480298950399373 0.420191494599769 0.232252093566351 0.132109639310192 0.230546024120133 0.197958917690577 0.225525372917885 0.1361885454742 0.237159766839477 0.203658776932778 0.227543047083314 0.132109639310192 0.230546024120133 0.197958917690577 0.225525372917885 0.13710877555473 0.238552170599617 0.204896733331334 0.227587777130819
