"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_gama3" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_beta3" "se_MLE_C_gama1" "se_MLE_C_gama2" "se_MLE_C_gama3" "se_SMLE_beta1" "se_SMLE_beta2" "se_SMLE_beta3" "se_SMLE_gama1" "se_SMLE_gama2" "se_SMLE_gama3" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_beta3" "se_SMLE_C_gama1" "se_SMLE_C_gama2" "se_SMLE_C_gama3" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_beta3" "se_MDPDE_gama1" "se_MDPDE_gama2" "se_MDPDE_gama3" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_beta3" "se_MDPDE_C_gama1" "se_MDPDE_C_gama2" "se_MDPDE_C_gama3"
0.143533049201104 0.294650097298535 0.325936322644351 0.536471685409739 0.742912986176782 0.757416373205881 0.122772985306343 0.361318760568565 0.345055385330622 0.524424490020487 0.735771953317581 0.726233392217471 0.143533049201104 0.294650097298535 0.325936322644351 0.536471685409739 0.742912986176782 0.757416373205881 0.149040116853135 0.307611473590481 0.341034221074224 0.59324952239578 0.828505144926929 0.840276017390086 0.143533049201104 0.294650097298535 0.325936322644351 0.536471685409739 0.742912986176782 0.757416373205881 0.149577479909531 0.305759433404499 0.339870205029018 0.577564385390083 0.803528131790427 0.81845550720053
0.226148588204691 0.444912990426762 0.419794547757788 0.545999577468574 0.786381556554669 0.784403313946731 0.218030956850367 0.537136448861061 0.506625446832393 0.537537060737664 0.801030058262867 0.790248920060161 0.226148588204691 0.444912990426762 0.419794547757788 0.545999577468574 0.786381556554669 0.784403313946731 0.218030956850367 0.537136448861061 0.506625446832393 0.537537060737664 0.801030058262867 0.790248920060161 0.226148588204691 0.444912990426762 0.419794547757788 0.545999577468574 0.786381556554669 0.784403313946731 0.229197026207643 0.470122687434159 0.444530752639944 0.603166485856196 0.894933005085896 0.874578806692607
0.168578285964231 0.337189407511551 0.342268062032875 0.539763311764562 0.753934938312318 0.764838630879902 0.157954297085056 0.401830594247715 0.432074163016449 0.528225636892389 0.750767082638973 0.762425919823491 0.168578285964231 0.337189407511551 0.342268062032875 0.539763311764562 0.753934938312318 0.764838630879902 0.166002353317993 0.352593301786224 0.350890651387007 0.554123682261428 0.780822402811619 0.786305581498326 0.168578285964231 0.337189407511551 0.342268062032875 0.539763311764562 0.753934938312318 0.764838630879902 0.169726750082657 0.352293629274349 0.349496227227002 0.558856546888499 0.78650897216892 0.791946544578981
0.167316405406119 0.306672654610884 0.328023059855205 0.542680438058984 0.752023723831253 0.768897565095285 0.17336805357651 0.425223699209792 0.459054719040977 0.530944948651177 0.760370448533683 0.77555136778451 0.167316405406119 0.306672654610884 0.328023059855205 0.542680438058984 0.752023723831253 0.768897565095285 0.170934049033626 0.312027801854443 0.334529962549876 0.55113128509003 0.764507466396953 0.78210461283968 0.167316405406119 0.306672654610884 0.328023059855205 0.542680438058984 0.752023723831253 0.768897565095285 0.170834251412251 0.311581144827709 0.3345066628854 0.550615006849651 0.763467309218786 0.781074719089834
0.181017791334385 0.304072107862581 0.373106165277723 0.54309453080798 0.749771268206146 0.779062615437128 0.186091087779478 0.427472909399889 0.482554010845579 0.533715230732617 0.763236769299397 0.788583352927399 0.181017791334385 0.304072107862581 0.373106165277723 0.54309453080798 0.749771268206146 0.779062615437128 0.177479127893831 0.319728786128638 0.38891644174936 0.555429287668442 0.7697636765442 0.804813450411261 0.181017791334385 0.304072107862581 0.373106165277723 0.54309453080798 0.749771268206146 0.779062615437128 0.179635082729754 0.317103669503058 0.387383335495124 0.560602572442662 0.775515451934469 0.811626698586107
0.185091357759291 0.304890927078566 0.377273178433868 0.541685399327618 0.747630172761498 0.778178865691507 0.172096897232305 0.374905937250096 0.469873071815743 0.53019987907991 0.742393685694242 0.78228472311859 0.185091357759291 0.304890927078566 0.377273178433868 0.541685399327618 0.747630172761498 0.778178865691507 0.202933168672557 0.293793289320616 0.335483985180368 0.553590310157518 0.76038513130988 0.786615529987812 0.185091357759291 0.304890927078566 0.377273178433868 0.541685399327618 0.747630172761498 0.778178865691507 0.202101172855923 0.294032079676968 0.336340941366897 0.556518276925811 0.764325259950592 0.790714589475833
0.178001823080531 0.375429514949449 0.360598184492003 0.54100174911337 0.765255633215871 0.768384293762224 0.171207602270407 0.418576743087716 0.455718624714366 0.531146809690062 0.763770620775122 0.77279662444265 0.178001823080531 0.375429514949449 0.360598184492003 0.54100174911337 0.765255633215871 0.768384293762224 0.178246644041578 0.377701111545834 0.374922710884737 0.573743372918312 0.816345265025754 0.820479528364692 0.178001823080531 0.375429514949449 0.360598184492003 0.54100174911337 0.765255633215871 0.768384293762224 0.181839045245863 0.377204342478739 0.37610670570993 0.579012094497105 0.820942385353561 0.826329015814967
0.154765964695837 0.323377074887897 0.318219977604846 0.54060072928291 0.753090408869882 0.761836224433125 0.169097748095866 0.422513043894309 0.435850270416364 0.531638328050228 0.762908309080586 0.76682810753308 0.154765964695837 0.323377074887897 0.318219977604846 0.54060072928291 0.753090408869882 0.761836224433125 0.158606052998358 0.319578826587104 0.317726039966624 0.550038326160195 0.766164870338025 0.776314281277465 0.154765964695837 0.323377074887897 0.318219977604846 0.54060072928291 0.753090408869882 0.761836224433125 0.159560435483506 0.320606002550291 0.318831246697039 0.553635179680937 0.771098655344243 0.781142246719204
0.144041936572953 0.314913327227202 0.303151378311541 0.537744907749884 0.749101075836302 0.75517664130263 0.133836803832452 0.379610528344966 0.389451679212097 0.524469731603013 0.745621492410921 0.741007541204967 0.144041936572953 0.314913327227202 0.303151378311541 0.537744907749884 0.749101075836302 0.75517664130263 0.144863173672408 0.321516578231082 0.312122996813429 0.551467748178637 0.772075264886549 0.776379315835057 0.144041936572953 0.314913327227202 0.303151378311541 0.537744907749884 0.749101075836302 0.75517664130263 0.146086231858613 0.321936008018229 0.31238979761544 0.549984095640852 0.76908490332184 0.773851241374174
0.149408938423191 0.295941786438526 0.302551504175967 0.5409355893851 0.749621624294251 0.762201324245111 0.14356425268774 0.410425128215499 0.390620637866879 0.526554955761929 0.756882630490229 0.74341746792868 0.149408938423191 0.295941786438526 0.302551504175967 0.5409355893851 0.749621624294251 0.762201324245111 0.155748527751057 0.297298698518404 0.301841385867646 0.546883797283876 0.757584073742663 0.771076061757666 0.149408938423191 0.295941786438526 0.302551504175967 0.5409355893851 0.749621624294251 0.762201324245111 0.155877507492542 0.2975087068989 0.302044481605242 0.546827973611821 0.757399617585243 0.770894530256139
