"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_gama1" "MLE_gama2" "MLE_gama3" "MLE_C_beta1" "MLE_C_beta2" "MLE_C_beta3" "MLE_C_gama1" "MLE_C_gama2" "MLE_C_gama3" "SMLE_beta1" "SMLE_beta2" "SMLE_beta3" "SMLE_gama1" "SMLE_gama2" "SMLE_gama3" "SMLE_C_beta1" "SMLE_C_beta2" "SMLE_C_beta3" "SMLE_C_gama1" "SMLE_C_gama2" "SMLE_C_gama3" "MDPDE_beta1" "MDPDE_beta2" "MDPDE_beta3" "MDPDE_gama1" "MDPDE_gama2" "MDPDE_gama3" "MDPDE_C_beta1" "MDPDE_C_beta2" "MDPDE_C_beta3" "MDPDE_C_gama1" "MDPDE_C_gama2" "MDPDE_C_gama3"
-1.37484360034475 -2.21336024003771 -2.3159045114131 3.54697253814093 0.456680447985513 1.28201910400773 -1.82865113635918 -0.976259128111594 -1.23134516040022 5.08419626928384 -2.37809945725697 -1.8362247373208 -1.37484360034475 -2.21336024003771 -2.3159045114131 3.54697253814093 0.456680447985513 1.28201910400773 -1.42042517424936 -2.11492929104029 -2.23334904155809 3.68272356971491 0.17694094615059 1.05511034475241 -1.37484360034475 -2.21336024003771 -2.3159045114131 3.54697253814093 0.456680447985513 1.28201910400773 -1.42293657308422 -2.11888866751804 -2.22405540698683 3.62142673856611 0.246092622592816 1.13232985843238
-1.33412113881357 -2.16862498526944 -2.58988853986134 4.02904296367242 0.558623399356041 0.563822601990181 -1.82068163928629 -1.25123873134821 -1.13029286677489 5.4624650649446 -1.90863990953803 -2.72835134302566 -1.33412113881357 -2.16862498526944 -2.58988853986134 4.02904296367242 0.558623399356041 0.563822601990181 -1.32411871267944 -2.21820495522466 -2.59404661601327 4.14298764414994 0.453063696366282 0.364278104913086 -1.33412113881357 -2.16862498526944 -2.58988853986134 4.02904296367242 0.558623399356041 0.563822601990181 -1.3071812685261 -2.25539867153003 -2.62044883904754 4.06880568340507 0.602404323785709 0.43227652287714
-0.942511809655832 -3.14852176776038 -2.97388399035131 3.7788783616645 1.81638090834659 -0.00611739526978668 -1.52843399985666 -1.41409870410709 -1.60380279338551 4.89949061055495 -2.08901570744185 -1.99699529785392 -0.942511809655832 -3.14852176776038 -2.97388399035131 3.7788783616645 1.81638090834659 -0.00611739526978668 -0.968187461030138 -3.11614950406217 -2.90643352922886 3.83315463456987 1.6589399963183 -0.047044623427169 -0.942511809655832 -3.14852176776038 -2.97388399035131 3.7788783616645 1.81638090834659 -0.00611739526978668 -0.973738480846226 -3.10900734179335 -2.89051579926526 3.82430736237844 1.66987331649606 -0.042563053026532
-1.36235678398496 -2.15511461125064 -2.52969328620424 4.31204878579646 0.387440991291656 0.12318328783501 -1.70770897668335 -1.0084551931042 -1.71966638833329 5.3824630217875 -2.66438063648501 -1.7464025480525 -1.36235678398496 -2.15511461125064 -2.52969328620424 4.31204878579646 0.387440991291656 0.12318328783501 -1.38295238055489 -2.1226749759845 -2.50704867743508 4.351791979753 0.276555808333822 0.101333942061777 -1.36235678398496 -2.15511461125064 -2.52969328620424 4.31204878579646 0.387440991291656 0.12318328783501 -1.38673066845169 -2.1208341969124 -2.50291183549344 4.27590568709338 0.380232683245741 0.196210199084848
-1.10312076284527 -2.63799404328505 -2.57635194375244 4.16151134411984 0.666659418829509 0.530071376148567 -1.45543939204248 -1.55229403954366 -1.62615372969465 5.1493953624173 -2.31073917389827 -1.64805239493444 -1.10312076284527 -2.63799404328505 -2.57635194375244 4.16151134411984 0.666659418829509 0.530071376148567 -1.10820183966485 -2.61929081653143 -2.58426310463086 4.25604283863199 0.450632709039288 0.449956029278749 -1.10312076284527 -2.63799404328505 -2.57635194375244 4.16151134411984 0.666659418829509 0.530071376148567 -1.11647447171537 -2.60487825983853 -2.56465780021634 4.26012864417352 0.443562908358362 0.42934762046679
-1.13700134299814 -2.59893616911096 -2.44615908311957 3.79036347363867 0.810364823177287 1.13652268250707 -1.5901726425336 -0.896399253525789 -1.63218447648961 4.70218039859727 -2.76103759844645 -0.736990820681703 -1.13700134299814 -2.59893616911096 -2.44615908311957 3.79036347363867 0.810364823177287 1.13652268250707 -1.1914391097479 -2.52335802194444 -2.33702519889975 3.50863904898038 1.17896851086118 1.53898108419458 -1.13700134299814 -2.59893616911096 -2.44615908311957 3.79036347363867 0.810364823177287 1.13652268250707 -1.1942003221812 -2.51828860119171 -2.3329841773126 3.51606238846637 1.16536649073796 1.53156004188087
-1.10322507493494 -2.62804519784105 -2.44354137725484 3.78707874163702 1.17849093145876 0.136477417151519 -1.69192947928039 -1.0100904109372 -1.26496137676307 5.00538729544527 -2.45013013063161 -1.76331564954049 -1.10322507493494 -2.62804519784105 -2.44354137725484 3.78707874163702 1.17849093145876 0.136477417151519 -1.06029319594982 -2.73184215842097 -2.51284605290128 3.65577243570931 1.49497287181116 0.323153973874809 -1.10322507493494 -2.62804519784105 -2.44354137725484 3.78707874163702 1.17849093145876 0.136477417151519 -1.06541372130286 -2.72460484098976 -2.49945200757609 3.6566906215791 1.4887766515365 0.319086992737957
-1.31430453496687 -2.45933697739472 -2.3556259358647 3.96170587621015 1.20594257371606 -0.0833429342923618 -1.80592758057942 -1.35145098645095 -1.01677360640916 5.20335239332624 -1.84001883716236 -2.43791068455604 -1.31430453496687 -2.45933697739472 -2.3556259358647 3.96170587621015 1.20594257371606 -0.0833429342923618 -1.32080476302004 -2.43657825693899 -2.35233595389693 3.85517633433054 1.29798973964411 0.0309222025729505 -1.31430453496687 -2.45933697739472 -2.3556259358647 3.96170587621015 1.20594257371606 -0.0833429342923618 -1.32494100069406 -2.42766131176622 -2.34623812668703 3.83706838240669 1.32145309254941 0.0414388413917535
-1.10393933320712 -2.9162829828837 -2.3863226799556 3.16975229832979 2.14652354887759 1.00632324776507 -1.6936372584348 -1.73030661209501 -0.658885180419677 4.77371768229289 -1.10188447121105 -2.70647272225997 -1.10393933320712 -2.9162829828837 -2.3863226799556 3.16975229832979 2.14652354887759 1.00632324776507 -1.14595182311267 -2.887527713443 -2.25567675144357 2.95758779143747 2.50003181179577 1.08264921491319 -1.10393933320712 -2.9162829828837 -2.3863226799556 3.16975229832979 2.14652354887759 1.00632324776507 -1.1522431424498 -2.87712145504051 -2.24795059964138 2.97876848928195 2.46503102252888 1.06379980594203
-1.22919217497281 -2.39789233040483 -2.38461709561479 4.25878249415521 0.453485429798091 0.60111711565723 -1.52071405556177 -1.34558085775299 -1.64404397307642 5.11878379116561 -2.30017952339472 -1.53612864894637 -1.22919217497281 -2.39789233040483 -2.38461709561479 4.25878249415521 0.453485429798091 0.60111711565723 -1.23055950246814 -2.38331436805087 -2.3681670990093 4.34229512170829 0.267591389456116 0.479885179014005 -1.22919217497281 -2.39789233040483 -2.38461709561479 4.25878249415521 0.453485429798091 0.60111711565723 -1.23797044230536 -2.3682501889251 -2.35463588726962 4.35024868885801 0.247114391220628 0.463998177240203
