"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_gama1" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_gama1" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_gama1" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_gama1" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_gama1"
0.0650208127411692 0.148260996411715 0.159498298031295 0.153147396331159 0.283453842534629 0.163976146354023 0.0650208127411692 0.148260996411715 0.159498298031295 0.065598186082789 0.149133402038253 0.160846089112832 0.0650208127411692 0.148260996411715 0.159498298031295 0.0662546839300361 0.150435217443186 0.160891011188258
0.0695328845961464 0.161419529656197 0.159860157426101 0.158891327693606 0.293749065038519 0.164394012162876 0.0695328845961464 0.161419529656197 0.159860157426101 0.0712914339449889 0.163063594090675 0.161213898681193 0.0695328845961464 0.161419529656197 0.159860157426101 0.0706985395878624 0.161718567611136 0.161878109699101
0.0701706389257689 0.16036785331654 0.159853538278671 0.156088825921481 0.289955337539696 0.164779184692358 0.0701706389257689 0.16036785331654 0.159853538278671 0.0732799664355118 0.167573779345227 0.161430897303571 0.0701706389257689 0.16036785331654 0.159853538278671 0.072509627686939 0.166120233825462 0.16209331676055
0.0825570020475012 0.184445168795656 0.160591242619998 0.158974295520854 0.290473018951983 0.164468749816167 0.0825570020475012 0.184445168795656 0.160591242619998 0.0870776106193659 0.190802392582864 0.162863626130799 0.0825570020475012 0.184445168795656 0.160591242619998 0.0865861484954013 0.189771069559506 0.163544885306333
0.0654806886417677 0.150183879862482 0.159642712487714 0.163753807490724 0.295989337099305 0.165177037742906 0.0654806886417677 0.150183879862482 0.159642712487714 0.0675996035242429 0.152925698399187 0.161009248480864 0.0654806886417677 0.150183879862482 0.159642712487714 0.0679366673460225 0.153561897235931 0.161039472081799
0.0729506915712266 0.163315919561119 0.159971551118052 0.160288980435789 0.29291509209323 0.165317021364674 0.0729506915712266 0.163315919561119 0.159971551118052 0.0741866260950888 0.166227240466942 0.161391676170715 0.0729506915712266 0.163315919561119 0.159971551118052 0.0735070507828807 0.165005607696242 0.162056824699002
0.065828272541994 0.154144820495021 0.159719157887895 0.156835700334533 0.292612642492596 0.164862126856029 0.065828272541994 0.154144820495021 0.159719157887895 0.0681085383593596 0.157875829645359 0.161141237988271 0.065828272541994 0.154144820495021 0.159719157887895 0.0677341314833787 0.157018851151222 0.161822050233998
0.0765303435827761 0.174499219386768 0.160207123857321 0.157010358699057 0.290587931270904 0.164157653663355 0.0765303435827761 0.174499219386768 0.160207123857321 0.078107385487686 0.177205287021865 0.162419082404951 0.0765303435827761 0.174499219386768 0.160207123857321 0.0793475203299237 0.179408611227812 0.162406829218292
0.0577755768373218 0.130477171276722 0.159083382462021 0.15442709359759 0.283523716375124 0.163747979936946 0.0577755768373218 0.130477171276722 0.159083382462021 0.0565655381591461 0.12962841354372 0.15983821695798 0.0577755768373218 0.130477171276722 0.159083382462021 0.0569913456397289 0.130505840846934 0.159894719635428
0.0652659759829237 0.153471240498787 0.159794641910186 0.163090225231379 0.298767966787511 0.165772097754956 0.0652659759829237 0.153471240498787 0.159794641910186 0.0661566837617891 0.154029330818704 0.161129207640084 0.0652659759829237 0.153471240498787 0.159794641910186 0.0665187990052857 0.154759025949342 0.161161934888148
0.0729982410766835 0.15720138991089 0.159599610133237 0.161603200797366 0.286986447103055 0.163566988058791 0.0729982410766835 0.15720138991089 0.159599610133237 0.073067883119004 0.155149990853889 0.160794315089334 0.0729982410766835 0.15720138991089 0.159599610133237 0.0739735427405968 0.156789184842578 0.160844907574817
0.0636431883290507 0.148744310917727 0.159580243392459 0.157007631190395 0.292089665651099 0.164922282908117 0.0636431883290507 0.148744310917727 0.159580243392459 0.0639496529223196 0.150311262899206 0.160992182469722 0.0636431883290507 0.148744310917727 0.159580243392459 0.0644235574038362 0.151237141427816 0.161027799408337
0.0752868160106823 0.167573736486958 0.159949875026479 0.157841608039578 0.290027782388371 0.164457712825703 0.0752868160106823 0.167573736486958 0.159949875026479 0.0734558931144181 0.167344884776987 0.162158650990218 0.0752868160106823 0.167573736486958 0.159949875026479 0.0741438319862535 0.168512243403355 0.162121495506937
0.0650875920772251 0.15117652925674 0.15966176252977 0.155301862356838 0.286925821595514 0.164489363855682 0.0650875920772251 0.15117652925674 0.15966176252977 0.0629764164867792 0.144561797102999 0.160796252933262 0.0650875920772251 0.15117652925674 0.15966176252977 0.0633825746894293 0.14535805511965 0.160830015813399
