"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_gama1" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_gama1" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_gama1" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_gama1" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_gama1"
0.112779631675451 0.243176736311727 0.226409489289556 0.221192881653835 0.40058103990583 0.232388072582447 0.112779631675451 0.243176736311727 0.226409489289556 0.119822709106633 0.258866807677039 0.229948720568413 0.112779631675451 0.243176736311727 0.226409489289556 0.119404793096629 0.258022021626863 0.230944596934164
0.0961337011686196 0.226210064610212 0.226139207715364 0.216275927413262 0.4075313371368 0.23304674786535 0.0961337011686196 0.226210064610212 0.226139207715364 0.0951743271501819 0.224176447266585 0.2280201161628 0.0961337011686196 0.226210064610212 0.226139207715364 0.0943311834932717 0.222329758387629 0.228972057432451
0.102639634619728 0.236116485632219 0.226343260118353 0.221650145240641 0.411844529872121 0.232865891345891 0.102639634619728 0.236116485632219 0.226343260118353 0.105315152021422 0.240489615824666 0.229461345998858 0.102639634619728 0.236116485632219 0.226343260118353 0.106183605473886 0.242126237301164 0.229411006820814
0.0989527616783653 0.223059959770351 0.225843429634923 0.215887416956393 0.395246511012674 0.230896185015168 0.0989527616783653 0.223059959770351 0.225843429634923 0.0990370523036995 0.218404501300793 0.227453011822575 0.0989527616783653 0.223059959770351 0.225843429634923 0.0979958321053284 0.216349217492588 0.228389248513157
0.10294611672023 0.232260958153882 0.22615083560561 0.220464706192394 0.409081089477646 0.232859201083713 0.10294611672023 0.232260958153882 0.22615083560561 0.102328779691026 0.233657652972785 0.229256575188602 0.10294611672023 0.232260958153882 0.22615083560561 0.103097216939066 0.235080517612809 0.22920412862077
0.109405409737327 0.259891861652427 0.227523642164146 0.216848591762066 0.414689194723122 0.234639639202128 0.109405409737327 0.259891861652427 0.227523642164146 0.115624498603319 0.271790040740609 0.231194904226334 0.109405409737327 0.259891861652427 0.227523642164146 0.114968288830782 0.270620857789344 0.232197575577268
0.112544586337236 0.270538845474168 0.228150017664848 0.217883997180441 0.417603198505699 0.235373930671077 0.112544586337236 0.270538845474168 0.228150017664848 0.119491766524383 0.285764049814084 0.23235090712341 0.112544586337236 0.270538845474168 0.228150017664848 0.11880348231132 0.284372931439538 0.233328764020678
0.102465585965815 0.235087129318429 0.226399295544867 0.2087416920178 0.393643958129491 0.232503430062112 0.102465585965815 0.235087129318429 0.226399295544867 0.110428207139866 0.251198796079457 0.229958397257729 0.102465585965815 0.235087129318429 0.226399295544867 0.110083551648095 0.250431697273686 0.230971984735892
0.104655811153384 0.23518512978586 0.22637706816629 0.232782488486129 0.421520986990136 0.23436649685885 0.104655811153384 0.23518512978586 0.22637706816629 0.106483737026788 0.242345201252787 0.228593239660964 0.104655811153384 0.23518512978586 0.22637706816629 0.105511941746693 0.240392179934221 0.229519125205253
0.105114728308058 0.246242431607357 0.226543341097699 0.222114269475102 0.421175432095125 0.233024246923936 0.105114728308058 0.246242431607357 0.226543341097699 0.109083156821202 0.259021145793204 0.230304908865138 0.105114728308058 0.246242431607357 0.226543341097699 0.110961871034231 0.26239303707388 0.230279874626314
0.106346890861122 0.239896605856676 0.226541860339477 0.237243926033209 0.425425349431365 0.234079672338808 0.106346890861122 0.239896605856676 0.226541860339477 0.111474015162707 0.247961537077012 0.228642395473623 0.106346890861122 0.239896605856676 0.226541860339477 0.113002339510299 0.250722475185763 0.228736124288573
0.0894877021556561 0.200792849990893 0.225232930905564 0.218192125123274 0.396298954108287 0.230426201826803 0.0894877021556561 0.200792849990893 0.225232930905564 0.0902306750921544 0.200083419481426 0.227018555502453 0.0894877021556561 0.200792849990893 0.225232930905564 0.0909518695198495 0.201513945577963 0.227073140774587
0.0914482380735643 0.208042222268103 0.225734835670647 0.229921677793482 0.418362168119141 0.234993772640689 0.0914482380735643 0.208042222268103 0.225734835670647 0.0937376704530119 0.215360393299343 0.227879931098745 0.0914482380735643 0.208042222268103 0.225734835670647 0.0943314573391699 0.21644384514827 0.227926897457735
0.121177376006405 0.264615584068033 0.227257816459956 0.223020151147646 0.404967880303316 0.232790492707553 0.121177376006405 0.264615584068033 0.227257816459956 0.128185382660132 0.279290042474774 0.232321906046447 0.121177376006405 0.264615584068033 0.227257816459956 0.128704865286673 0.280007519658416 0.233290135651808
0.11893070592459 0.273796956904406 0.227596483279362 0.210121112995507 0.402852187389129 0.232178272307541 0.11893070592459 0.273796956904406 0.227596483279362 0.126274168495805 0.28705434839629 0.2326174162871 0.11893070592459 0.273796956904406 0.227596483279362 0.126289908604591 0.287090578017641 0.233559149342314
0.111037873743921 0.257146324183432 0.227355772164663 0.220524633993719 0.411820507334971 0.234279463506876 0.111037873743921 0.257146324183432 0.227355772164663 0.116101813540459 0.264514914988232 0.230688648462072 0.111037873743921 0.257146324183432 0.227355772164663 0.115660586491776 0.263441347310266 0.231681103557297
0.104396067807088 0.242942644248703 0.226686361962025 0.214477637150865 0.403184801976935 0.23272826454133 0.104396067807088 0.242942644248703 0.226686361962025 0.108266924381516 0.24864060692736 0.229836481172297 0.104396067807088 0.242942644248703 0.226686361962025 0.109997306799083 0.251704038430363 0.229822287062458
0.113918128506794 0.261274754744877 0.22739363397966 0.221462090359378 0.417156622640343 0.234770155307417 0.113918128506794 0.261274754744877 0.22739363397966 0.122703716809481 0.281255313732516 0.231526511357863 0.113918128506794 0.261274754744877 0.22739363397966 0.122053971583654 0.280085712756951 0.232511936162495
0.112898908347318 0.25785751375627 0.227276092790134 0.214037938581391 0.401227303058045 0.233297696357701 0.112898908347318 0.25785751375627 0.227276092790134 0.121423811870911 0.273476658964049 0.232347683728331 0.112898908347318 0.25785751375627 0.227276092790134 0.123711922802097 0.277350758732133 0.23214374169564
0.117324306300544 0.265298695255936 0.227149041597742 0.205452387914506 0.390325106981446 0.231267448587569 0.117324306300544 0.265298695255936 0.227149041597742 0.126948473398429 0.283859574368457 0.232358726127864 0.117324306300544 0.265298695255936 0.227149041597742 0.127277160765025 0.284218877201092 0.233302801866098
0.119377890332577 0.269796548443904 0.227797667663537 0.226240905964825 0.419889090318056 0.235418650458167 0.119377890332577 0.269796548443904 0.227797667663537 0.123172317758121 0.281676492916815 0.231694441105051 0.119377890332577 0.269796548443904 0.227797667663537 0.122607472662817 0.280388065319463 0.232656971274879
0.097330958435574 0.224719731368388 0.226042088588023 0.218564456469367 0.407251861778212 0.232837646964819 0.097330958435574 0.224719731368388 0.226042088588023 0.103101881968861 0.236513219330947 0.22830400566558 0.097330958435574 0.224719731368388 0.226042088588023 0.102198141101086 0.234707211409238 0.229248417487317
0.102307829593236 0.236520360342493 0.226494595883816 0.211659884153193 0.396820180176832 0.232669160636357 0.102307829593236 0.236520360342493 0.226494595883816 0.0972937434445024 0.226009494273611 0.230486225740003 0.102307829593236 0.236520360342493 0.226494595883816 0.0990324800227152 0.22931040907368 0.230294227569413
0.0970420879060614 0.229227676785357 0.226298270618831 0.220593876810651 0.417036191448305 0.234533243405622 0.0970420879060614 0.229227676785357 0.226298270618831 0.0985645788222995 0.236063167128359 0.228579655528908 0.0970420879060614 0.229227676785357 0.226298270618831 0.0996986114677082 0.238352869317776 0.228660183909457
0.11586010462763 0.253947211712706 0.226675336726032 0.219541344022037 0.400245370860657 0.23153127450579 0.11586010462763 0.253947211712706 0.226675336726032 0.120037605894661 0.259819403823469 0.231101065724531 0.11586010462763 0.253947211712706 0.226675336726032 0.122258479421647 0.263813485123625 0.230922041806048
0.123574679988495 0.274397458163 0.227920585920535 0.242954091817034 0.43431579516433 0.23588718495828 0.123574679988495 0.274397458163 0.227920585920535 0.121341773540634 0.275743883950092 0.231321661029339 0.123574679988495 0.274397458163 0.227920585920535 0.122888329498405 0.278204790134234 0.231275915144874
0.0947594184980715 0.217072324144122 0.225655526798154 0.221652494507691 0.409039538065421 0.231408421603069 0.0947594184980715 0.217072324144122 0.225655526798154 0.0974488176616382 0.220039432669182 0.227542158885356 0.0947594184980715 0.217072324144122 0.225655526798154 0.0983535388820072 0.22177027953558 0.227599507068038
0.0999952664723549 0.220670406509515 0.225820602178586 0.219013485616264 0.398186272431189 0.231870218338992 0.0999952664723549 0.220670406509515 0.225820602178586 0.0957671789324509 0.211386302819321 0.228482574013914 0.0999952664723549 0.220670406509515 0.225820602178586 0.0968337088599636 0.213325636951831 0.228452211521592
0.0969458343978481 0.234815476743981 0.226507399522155 0.225046464112826 0.426161108255938 0.234745849640824 0.0969458343978481 0.234815476743981 0.226507399522155 0.100655275117175 0.245522493166576 0.228986871316757 0.0969458343978481 0.234815476743981 0.226507399522155 0.101792146866317 0.247733203757427 0.229056767296102
0.0947879009976787 0.224714219388803 0.226256175168434 0.220672766193462 0.41592077507432 0.2348676613184 0.0947879009976787 0.224714219388803 0.226256175168434 0.0951669628854186 0.227826363000059 0.229458714648511 0.0947879009976787 0.224714219388803 0.226256175168434 0.0961047831436824 0.229577053996295 0.229412253508227
0.0999851674546545 0.219858250737576 0.225753529124143 0.238135507891809 0.422159758464315 0.232974588536258 0.0999851674546545 0.219858250737576 0.225753529124143 0.103002963799842 0.228099628436282 0.227884012614316 0.0999851674546545 0.219858250737576 0.225753529124143 0.103815343487864 0.229545775151105 0.227938030944218
0.10144050949041 0.22770108602085 0.226122236439276 0.24008391104689 0.425008721205531 0.233550964135324 0.10144050949041 0.22770108602085 0.226122236439276 0.105903408173962 0.232698126819643 0.228034890596521 0.10144050949041 0.22770108602085 0.226122236439276 0.106592470457111 0.23403089286822 0.228089922804457
0.0994544400549698 0.234374833232 0.226574391040307 0.224644785964253 0.419523226792807 0.235142976722697 0.0994544400549698 0.234374833232 0.226574391040307 0.103145038783308 0.243944572583832 0.228944984263713 0.0994544400549698 0.234374833232 0.226574391040307 0.102439546441712 0.242520255388055 0.229907143255682
0.0810754396092428 0.205814373454963 0.225778165936704 0.219086858100698 0.423318661934747 0.235338350821851 0.0810754396092428 0.205814373454963 0.225778165936704 0.0802034376311089 0.203772027457035 0.226831540638495 0.0810754396092428 0.205814373454963 0.225778165936704 0.0807030383212539 0.204889100631181 0.226911663904985
0.0903675513019462 0.207634636584964 0.225645587526954 0.230975958107709 0.420298405419861 0.234008627237523 0.0903675513019462 0.207634636584964 0.225645587526954 0.0919322032397601 0.212128127244719 0.227678075987655 0.0903675513019462 0.207634636584964 0.225645587526954 0.0923137860058758 0.212791222904564 0.227713510436538
0.0995018348974593 0.230325437725024 0.226185419888233 0.230291181106454 0.421110590979359 0.233069516916878 0.0995018348974593 0.230325437725024 0.226185419888233 0.101875718175275 0.235025599185719 0.228241346833436 0.0995018348974593 0.230325437725024 0.226185419888233 0.101357235183982 0.234127692404544 0.229218801453072
