"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_C_beta1" "MLE_C_beta2" "MLE_C_gama1" "SMLE_beta1" "SMLE_beta2" "SMLE_gama1" "SMLE_C_beta1" "SMLE_C_beta2" "SMLE_C_gama1" "MDPDE_beta1" "MDPDE_beta2" "MDPDE_gama1" "MDPDE_C_beta1" "MDPDE_C_beta2" "MDPDE_C_gama1"
-1.79986237952549 -2.2123099750198 4.72051732673248 -1.80714522831826 -1.09483629478232 2.63272241005623 -1.79986237952549 -2.2123099750198 4.72051732673248 -1.77380906172975 -2.28266639405391 4.71862722462811 -1.79986237952549 -2.2123099750198 4.72051732673248 -1.77694212827321 -2.26834519576036 4.69562058838426
-1.9144784073735 -1.71084076022892 4.61722296519218 -1.92318422988623 -0.541726592176737 2.44642586781876 -1.9144784073735 -1.71084076022892 4.61722296519218 -1.89120228748591 -1.77069401415577 4.55546151435743 -1.9144784073735 -1.71084076022892 4.61722296519218 -1.89306318514896 -1.76110997074741 4.53748224407605
-1.90584499058814 -1.85264458640772 4.60285323276608 -1.93705451149621 -0.544342400053975 2.43478609248802 -1.90584499058814 -1.85264458640772 4.60285323276608 -1.93372769662401 -1.71798292905183 4.52157277413942 -1.90584499058814 -1.85264458640772 4.60285323276608 -1.93391661578721 -1.71346858712214 4.50597500773619
-1.81380277106436 -2.18495262926288 4.6252102016064 -1.82951853873138 -1.03139847352908 2.59439505696175 -1.81380277106436 -2.18495262926288 4.6252102016064 -1.80892398012915 -2.22202454152474 4.55958327397601 -1.81380277106436 -2.18495262926288 4.6252102016064 -1.81129883270712 -2.22248803184958 4.5795106301445
-1.58465908595073 -2.66439427951236 4.95523810402008 -1.62587956829706 -1.35885451525692 2.55364155000287 -1.58465908595073 -2.66439427951236 4.95523810402008 -1.58362704832749 -2.6672233968822 4.98318764848536 -1.58465908595073 -2.66439427951236 4.95523810402008 -1.58410217186716 -2.66295723359769 4.9693819319563
-1.87096510289852 -1.98270881729556 4.84005988362154 -1.87445195907887 -0.792989543219945 2.52427979966879 -1.87096510289852 -1.98270881729556 4.84005988362154 -1.86159184702497 -2.01609743444397 4.81197141138342 -1.87096510289852 -1.98270881729556 4.84005988362154 -1.86277434304146 -2.00906692055209 4.80179986411005
-1.74470073723044 -2.08590995818694 4.55522619066716 -1.7831645280664 -0.837889796508891 2.47166054600409 -1.74470073723044 -2.08590995818694 4.55522619066716 -1.74709249987265 -2.07064162843184 4.51456545897115 -1.74470073723044 -2.08590995818694 4.55522619066716 -1.74726101912359 -2.07492359132921 4.52945086129332
-1.76171517476329 -1.98824862770496 4.33783931942289 -1.79624298503912 -1.12320340142643 2.85969513678483 -1.76171517476329 -1.98824862770496 4.33783931942289 -1.74574269556673 -2.05431372669271 4.31384242636857 -1.76171517476329 -1.98824862770496 4.33783931942289 -1.7483736138883 -2.0253995187621 4.26270938933609
-1.83185097474078 -2.15199059481413 4.88441401565935 -1.84372058894099 -0.935952602580722 2.55336647660141 -1.83185097474078 -2.15199059481413 4.88441401565935 -1.81939763891951 -2.20675821842938 4.83409785656651 -1.83185097474078 -2.15199059481413 4.88441401565935 -1.82056050131721 -2.19880153597794 4.82389999862734
-1.75250402963894 -2.13445521045775 4.47367831481134 -1.78847007404614 -0.972976032858743 2.57834286560911 -1.75250402963894 -2.13445521045775 4.47367831481134 -1.75450676895519 -2.09873683970212 4.40110438092103 -1.75250402963894 -2.13445521045775 4.47367831481134 -1.75668886282773 -2.08304206356503 4.37641281409091
-1.74755109837547 -1.83969478543204 4.3536720643537 -1.76707479843822 -0.859183241295376 2.60453729367268 -1.74755109837547 -1.83969478543204 4.3536720643537 -1.74631893183868 -1.80224915279344 4.24011374995249 -1.74755109837547 -1.83969478543204 4.3536720643537 -1.74729686915181 -1.79970555283475 4.24973752382472
-1.54377519471484 -2.27256687077934 4.43190101646319 -1.64976524169024 -1.05922116890008 2.64838048236079 -1.54377519471484 -2.27256687077934 4.43190101646319 -1.5660887455206 -2.11791357082887 4.45628751938247 -1.54377519471484 -2.27256687077934 4.43190101646319 -1.5675378841479 -2.10920325373339 4.46796229119552
-1.83986203502288 -2.03748721181985 4.9668414952373 -1.85753166225925 -0.943660668419162 2.6984475316351 -1.83986203502288 -2.03748721181985 4.9668414952373 -1.83571435177924 -2.07532093834374 4.9594958009302 -1.83986203502288 -2.03748721181985 4.9668414952373 -1.83595941132858 -2.06983955242006 4.94582851925906
-1.87193404798094 -1.77860426125603 4.28151770140402 -1.85236591438901 -0.818172960727265 2.53908261648711 -1.87193404798094 -1.77860426125603 4.28151770140402 -1.84492364580424 -1.81864954120523 4.16134033995354 -1.87193404798094 -1.77860426125603 4.28151770140402 -1.84556120762773 -1.81650638839383 4.17145088859229
-1.70564760417119 -2.38305951379978 4.3024331048622 -1.7431867196427 -1.10822789251256 2.46204061807796 -1.70564760417119 -2.38305951379978 4.3024331048622 -1.70350293022959 -2.3473316247488 4.26126327132007 -1.70564760417119 -2.38305951379978 4.3024331048622 -1.70686330880973 -2.32410828383646 4.22416222989433
-1.96021776065105 -2.01808012575857 4.73571313205623 -2.02215176663613 -0.646068090802698 2.63799766174701 -1.96021776065105 -2.01808012575857 4.73571313205623 -2.0240715635768 -1.76311401781996 4.84637312511358 -1.96021776065105 -2.01808012575857 4.73571313205623 -2.02456624732045 -1.75836738638992 4.83352345538592
-1.77771355033801 -2.00716991979603 4.4640993685606 -1.81137186264681 -0.894918731525528 2.54417887025496 -1.77771355033801 -2.00716991979603 4.4640993685606 -1.74377106116026 -2.15685872319698 4.47879873692854 -1.77771355033801 -2.00716991979603 4.4640993685606 -1.74605930959533 -2.15424890669331 4.49972256624717
-1.85354757710537 -2.15078642810393 4.68784134737504 -1.86250953784494 -1.04035690852688 2.65150856553157 -1.85354757710537 -2.15078642810393 4.68784134737504 -1.83727335922129 -2.21466237244677 4.65556063985461 -1.85354757710537 -2.15078642810393 4.68784134737504 -1.83857593357724 -2.2026024052344 4.63133425374007
-1.83498427175429 -1.72524751338249 4.69320631732126 -1.85939381110221 -0.649948293726463 2.57072391138439 -1.83498427175429 -1.72524751338249 4.69320631732126 -1.84277293579751 -1.72942956330856 4.63807238035911 -1.83498427175429 -1.72524751338249 4.69320631732126 -1.84169440057235 -1.72557078248546 4.620125531006
-1.8422599028774 -1.88147480508525 4.42104070638614 -1.82436872128942 -0.777121949547042 2.44212692405418 -1.8422599028774 -1.88147480508525 4.42104070638614 -1.83542887227704 -1.87853628105322 4.37611712789113 -1.8422599028774 -1.88147480508525 4.42104070638614 -1.83522050594103 -1.88155700830871 4.39554820811187
-1.74189072456431 -2.3308311211926 4.58275856591191 -1.77999261164796 -1.01959241991614 2.49120760207821 -1.74189072456431 -2.3308311211926 4.58275856591191 -1.74534110843671 -2.29888433393036 4.55110874834001 -1.74189072456431 -2.3308311211926 4.58275856591191 -1.7471316847138 -2.28636436188721 4.52983264953687
-1.8251188763694 -1.90411178079414 4.39988437212108 -1.83464580213125 -0.829147989218174 2.54587749394829 -1.8251188763694 -1.90411178079414 4.39988437212108 -1.82024374544599 -1.9272720227901 4.40657329384453 -1.8251188763694 -1.90411178079414 4.39988437212108 -1.82179975838823 -1.91168094213983 4.37690437382953
-1.83184145555198 -1.8755380190578 4.28402091711397 -1.84829630543045 -0.903449459703002 2.62084170112327 -1.83184145555198 -1.8755380190578 4.28402091711397 -1.7961975357443 -2.06037348230254 4.30113624060671 -1.83184145555198 -1.8755380190578 4.28402091711397 -1.79844028322163 -2.05778399919627 4.31222091137853
-1.69496344014953 -2.3518312774293 4.77560687775181 -1.75248129618567 -1.15101848939046 2.66844611626944 -1.69496344014953 -2.3518312774293 4.77560687775181 -1.68289776217536 -2.41836417561947 4.80806430887984 -1.69496344014953 -2.3518312774293 4.77560687775181 -1.68432162773563 -2.40673285668629 4.78405289313832
-1.94286316400878 -1.53499177223284 4.18502722624983 -1.93460460555334 -0.558776913501539 2.4925029828536 -1.94286316400878 -1.53499177223284 4.18502722624983 -1.92092964290609 -1.61827519693457 4.10867310495746 -1.94286316400878 -1.53499177223284 4.18502722624983 -1.92358733595394 -1.61481290854981 4.12059178776643
-1.63368847040053 -2.30048279111227 4.5781686520472 -1.63538697693849 -1.13523272440294 2.44351896788376 -1.63368847040053 -2.30048279111227 4.5781686520472 -1.63401550662434 -2.25120885728266 4.48020329465006 -1.63368847040053 -2.30048279111227 4.5781686520472 -1.6346443173804 -2.24444557996728 4.45810958401897
-1.83321374155016 -2.01594619534369 4.45986853744304 -1.85354137659874 -0.698949219166974 2.37436981566962 -1.83321374155016 -2.01594619534369 4.45986853744304 -1.84721124503157 -1.92637569097415 4.35028132109714 -1.83321374155016 -2.01594619534369 4.45986853744304 -1.84888625421643 -1.90941499484558 4.31926142830526
-1.72596090681678 -1.95554294919831 4.47363858846469 -1.72226528979125 -1.08972507090513 2.68955604023088 -1.72596090681678 -1.95554294919831 4.47363858846469 -1.70398523158971 -2.06153574075772 4.46191406079523 -1.72596090681678 -1.95554294919831 4.47363858846469 -1.70425244384326 -2.05030282530139 4.43076367113582
-1.84069330943305 -2.12956344236505 4.51634639558438 -1.92839623501115 -0.89884564265803 2.76996223015112 -1.84069330943305 -2.12956344236505 4.51634639558438 -1.8789443956055 -1.95617772017049 4.45649714110273 -1.84069330943305 -2.12956344236505 4.51634639558438 -1.88089024249916 -1.95244947579435 4.46743894678847
-1.77033099929266 -2.33617017910412 4.58442729776046 -1.81910425575913 -1.05523722351572 2.5938179308711 -1.77033099929266 -2.33617017910412 4.58442729776046 -1.81910425575913 -1.05523722351572 2.5938179308711 -1.77033099929266 -2.33617017910412 4.58442729776046 -1.82693173321661 -2.22697793723679 4.75274051524455
-1.76913183372481 -1.87099109264468 4.42816357508114 -1.79958535869932 -0.920719609951637 2.68034709380257 -1.76913183372481 -1.87099109264468 4.42816357508114 -1.71621739678084 -2.07853605431156 4.48225627821878 -1.76913183372481 -1.87099109264468 4.42816357508114 -1.72087575789913 -2.05412420843109 4.44599503023469
-1.85581497293864 -2.05637258844958 4.77846555500359 -1.905225642873 -0.811237823650956 2.62601872234279 -1.85581497293864 -2.05637258844958 4.77846555500359 -1.85461594373271 -2.01759682938163 4.79444198680919 -1.85581497293864 -2.05637258844958 4.77846555500359 -1.85670789818086 -2.00970041539283 4.77728554983883
-2.11556318204858 -1.40508064114726 4.65364388019609 -2.08153201134033 -0.525240298495669 2.71401414399705 -2.11556318204858 -1.40508064114726 4.65364388019609 -2.09049053461573 -1.52644851460554 4.82857610536675 -2.11556318204858 -1.40508064114726 4.65364388019609 -2.09088601694162 -1.52303633045649 4.81430382838776
-1.78450493152577 -2.09774744965721 4.57158943600513 -1.78973900803754 -1.02472443150287 2.6019779181283 -1.78450493152577 -2.09774744965721 4.57158943600513 -1.78468841016327 -2.08342754819354 4.51133354942028 -1.78450493152577 -2.09774744965721 4.57158943600513 -1.7848941358149 -2.07716492775091 4.49350868438728
-1.85916428447134 -1.91165767979113 4.8447539363819 -1.88472090624316 -0.814979723619878 2.68322075903263 -1.85916428447134 -1.91165767979113 4.8447539363819 -1.86022608648829 -1.91674951945105 4.79113526424891 -1.85916428447134 -1.91165767979113 4.8447539363819 -1.86092881757806 -1.90773473759276 4.77205756161878
-1.94841096327395 -1.83854685443526 4.61860278008175 -1.9466580971092 -0.695479881243323 2.51694279161558 -1.94841096327395 -1.83854685443526 4.61860278008175 -1.93883947524668 -1.90659541599035 4.58788703292925 -1.94841096327395 -1.83854685443526 4.61860278008175 -1.93883459931124 -1.89702407959152 4.56424923319026
-1.94161026761921 -1.75291697440577 4.53325571280693 -1.91137323277289 -0.619400268065418 2.41823126715321 -1.94161026761921 -1.75291697440577 4.53325571280693 -1.94116439037014 -1.74389646390679 4.45270484521104 -1.94161026761921 -1.75291697440577 4.53325571280693 -1.94162075447266 -1.73387018018291 4.42817829901051
-1.77036959629385 -1.95015372448939 4.74397185294193 -1.83166566366404 -0.794789219232607 2.67090547841088 -1.77036959629385 -1.95015372448939 4.74397185294193 -1.78150101735799 -1.88355756716224 4.66967750916252 -1.77036959629385 -1.95015372448939 4.74397185294193 -1.78161641759747 -1.88590599131592 4.68603724459574
-1.77782629545141 -2.03898878000003 4.5147251476667 -1.83699851523111 -1.03499334290618 2.85574852381209 -1.77782629545141 -2.03898878000003 4.5147251476667 -1.79285011817694 -2.00193458096394 4.52916285530969 -1.77782629545141 -2.03898878000003 4.5147251476667 -1.79333981055181 -1.98819763604908 4.49344094196599
-1.95024934401164 -1.82574893961076 4.50520052563433 -2.00171523964106 -0.656671211422828 2.710559287947 -1.95024934401164 -1.82574893961076 4.50520052563433 -1.99589418409643 -1.65570799313933 4.53733767230994 -1.95024934401164 -1.82574893961076 4.50520052563433 -1.99642090056805 -1.64421929754278 4.51247433674244
-1.737111092437 -2.23764861841058 4.3604945493153 -1.72548608794076 -1.26387510231946 2.63732854769682 -1.737111092437 -2.23764861841058 4.3604945493153 -1.71683894949047 -2.25737142011682 4.19550094471682 -1.737111092437 -2.23764861841058 4.3604945493153 -1.717395719758 -2.25739525599518 4.20701289482466
-1.74363633012173 -2.17857050382477 5.01397143315183 -1.76210294825955 -1.02144138311305 2.5863698115058 -1.74363633012173 -2.17857050382477 5.01397143315183 -1.72444682793957 -2.26735710909868 5.0172666325505 -1.74363633012173 -2.17857050382477 5.01397143315183 -1.72447585267 -2.27078249859886 5.03825759157445
-1.76028473071929 -1.67171350030606 4.41170411580571 -1.8377676594719 -0.697315549827918 2.82971749301886 -1.76028473071929 -1.67171350030606 4.41170411580571 -1.7853853099191 -1.55825423851744 4.37621428976196 -1.76028473071929 -1.67171350030606 4.41170411580571 -1.78675018573368 -1.54275894706003 4.33857837692478
-1.81057906800552 -1.83610046649011 4.34562244454097 -1.86708847564951 -0.672326822186712 2.60603751936229 -1.81057906800552 -1.83610046649011 4.34562244454097 -1.87124608742033 -1.60107519822277 4.34876813720138 -1.81057906800552 -1.83610046649011 4.34562244454097 -1.87021402629847 -1.5938991612164 4.3216609845937
-1.75503010112729 -1.89229325024855 4.07104785979858 -1.82186623098309 -0.640300658519192 2.40391349749006 -1.75503010112729 -1.89229325024855 4.07104785979858 -1.79314584929509 -1.71228422988471 3.97347502598734 -1.75503010112729 -1.89229325024855 4.07104785979858 -1.79671154581024 -1.70489249320712 3.98703186213804
-1.96550906569305 -1.93432138710986 4.63862050896841 -1.99266286156337 -0.672340262838213 2.57273228319211 -1.96550906569305 -1.93432138710986 4.63862050896841 -1.97539083508413 -1.85637179133222 4.59438979430775 -1.96550906569305 -1.93432138710986 4.63862050896841 -1.97779672300995 -1.84155438464107 4.56823270167797
-1.87233506721158 -1.86826427477975 4.25211618847868 -1.88698728198136 -0.841067825331409 2.60874553071203 -1.87233506721158 -1.86826427477975 4.25211618847868 -1.88230850101373 -1.79617010480952 4.18255975209426 -1.87233506721158 -1.86826427477975 4.25211618847868 -1.88230503995655 -1.78142003510555 4.13915635155908
-1.84192926592077 -1.99122763799272 4.52543620940644 -1.9015963489543 -0.728107866520092 2.57549370286881 -1.84192926592077 -1.99122763799272 4.52543620940644 -1.8782708658358 -1.83006431202194 4.44952157439137 -1.84192926592077 -1.99122763799272 4.52543620940644 -1.88104336728662 -1.82764759068881 4.47421604194981
-1.8275512192224 -1.98552534808285 4.72895750235442 -1.81645711543545 -0.997282327037648 2.64716749973909 -1.8275512192224 -1.98552534808285 4.72895750235442 -1.79931841054034 -2.09895529953964 4.72295009979031 -1.8275512192224 -1.98552534808285 4.72895750235442 -1.80030731952418 -2.09062998684001 4.70256660132225
-1.90571623752713 -1.77959915726744 4.5767690591756 -1.94624970659904 -0.614309780994211 2.60333454190096 -1.90571623752713 -1.77959915726744 4.5767690591756 -1.89508080683009 -1.73681338381261 4.5842351532414 -1.90571623752713 -1.77959915726744 4.5767690591756 -1.89108641769282 -1.74359899511785 4.60587772038428
-1.92989833479834 -1.70526832760517 4.67539519656805 -1.94289568914289 -0.569954490683889 2.52711237811107 -1.92989833479834 -1.70526832760517 4.67539519656805 -1.91490750856069 -1.76350690547227 4.64260031699698 -1.92989833479834 -1.70526832760517 4.67539519656805 -1.9163197075107 -1.75334471477937 4.62513437780395
-1.95869117684024 -1.52920884490729 4.57397336652909 -2.00765401640904 -0.559616116198673 2.83899589032269 -1.95869117684024 -1.52920884490729 4.57397336652909 -1.96839759041693 -1.48245380180819 4.52216509856431 -1.95869117684024 -1.52920884490729 4.57397336652909 -1.96940811587417 -1.48165168024748 4.53164198050821
-1.79697468015602 -2.14271378055558 4.75094746405303 -1.80738431562939 -0.937400851982966 2.52275763562301 -1.79697468015602 -2.14271378055558 4.75094746405303 -1.79449362440922 -2.15323682732846 4.71610957162136 -1.79697468015602 -2.14271378055558 4.75094746405303 -1.79548246924342 -2.14376071251097 4.6980261787473
-1.58145939599285 -2.86478181008516 4.63317528043051 -1.61481803486224 -1.55702095808461 2.58293401076336 -1.58145939599285 -2.86478181008516 4.63317528043051 -1.5807300987059 -2.80670456366513 4.64939583503612 -1.58145939599285 -2.86478181008516 4.63317528043051 -1.58377801562551 -2.79159066242973 4.62404912759022
-1.94840951464169 -2.06951265251119 4.59261961095508 -1.91757300723525 -0.779271336549488 2.35184503833821 -1.94840951464169 -2.06951265251119 4.59261961095508 -1.91145437022126 -2.20821986780697 4.59104969289354 -1.94840951464169 -2.06951265251119 4.59261961095508 -1.91370337068677 -2.19712262358505 4.57905417956118
-1.79941421646807 -1.92328022458571 4.40986741559442 -1.87907657504206 -0.663535154267957 2.55278890410861 -1.79941421646807 -1.92328022458571 4.40986741559442 -1.82038210623641 -1.83416205743042 4.36793261427208 -1.79941421646807 -1.92328022458571 4.40986741559442 -1.82281210048478 -1.8139335987794 4.33561930064605
-1.77886356161899 -2.10474458228754 4.49467766750178 -1.8509484116421 -0.763770020228119 2.49453485320809 -1.77886356161899 -2.10474458228754 4.49467766750178 -1.80167971983949 -1.98133946815718 4.45904957416351 -1.77886356161899 -2.10474458228754 4.49467766750178 -1.80332063721489 -1.97197263993538 4.43829003066916
