"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_gama1" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_gama1" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_gama1" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_gama1" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_gama1"
0.0508280936390014 0.115435727146325 0.113089679780794 0.111411228709338 0.204776002824371 0.116426021488433 0.0508280936390014 0.115435727146325 0.113089679780794 0.0511724458609447 0.116573676970799 0.114624893848249 0.0508280936390014 0.115435727146325 0.113089679780794 0.0515847371157037 0.117313884113591 0.114599574892039
0.0511790368529443 0.117169368992534 0.113082752393452 0.108397131955828 0.202142786387444 0.115904859141769 0.0511790368529443 0.117169368992534 0.113082752393452 0.0527292768482582 0.120627164256537 0.11469440358431 0.0511790368529443 0.117169368992534 0.113082752393452 0.0534365346657702 0.121908904509737 0.114679843883919
0.054408162588755 0.12323556850347 0.113317016767744 0.111481880708801 0.205287334769391 0.116367545159059 0.054408162588755 0.12323556850347 0.113317016767744 0.0566481296176354 0.127789889997929 0.114978690969633 0.054408162588755 0.12323556850347 0.113317016767744 0.0576631223399697 0.129586506470003 0.11498117934375
0.0524296776764659 0.120734447470868 0.113296827528726 0.112198854834974 0.207692560161045 0.116770517306209 0.0524296776764659 0.120734447470868 0.113296827528726 0.0533679117862258 0.122426404661594 0.114863639869028 0.0524296776764659 0.120734447470868 0.113296827528726 0.0540098781216921 0.123633608249966 0.114850266171975
0.0527867983809217 0.120183872578528 0.113211643254987 0.109803611378993 0.204828769242594 0.116441556381103 0.0527867983809217 0.120183872578528 0.113211643254987 0.0542416450491943 0.124317674552285 0.114900015514359 0.0527867983809217 0.120183872578528 0.113211643254987 0.0550437347666853 0.125767767863533 0.114890746467984
0.0501993650202923 0.11714075496881 0.113230498365994 0.112784544915922 0.209484979357076 0.117182931853354 0.0501993650202923 0.11714075496881 0.113230498365994 0.0507472281926161 0.118429236883442 0.114245052023952 0.0501993650202923 0.11714075496881 0.113230498365994 0.050428337408931 0.117731637588237 0.114722519133234
0.0497950220752593 0.117697313310662 0.113279326727303 0.117697612678967 0.216015900094087 0.117576060379217 0.0497950220752593 0.117697313310662 0.113279326727303 0.0510126266382619 0.120199448702612 0.114337863313829 0.0497950220752593 0.117697313310662 0.113279326727303 0.0514807360737948 0.12106062571229 0.114367056524212
0.0502127164371629 0.114036932882773 0.113021641307604 0.108972624755897 0.202313548782121 0.11618148580464 0.0502127164371629 0.114036932882773 0.113021641307604 0.0513041055868774 0.116569331457157 0.114599335754769 0.0502127164371629 0.114036932882773 0.113021641307604 0.051747341504679 0.117402863900168 0.114576281285482
0.0506101183344643 0.115551897653138 0.113061638317032 0.109012292232368 0.202562203339211 0.116069414602321 0.0506101183344643 0.115551897653138 0.113061638317032 0.0517043522746423 0.117395072486713 0.114591794520243 0.0506101183344643 0.115551897653138 0.113061638317032 0.0522627801756838 0.118438881427428 0.114574297371698
0.0462324267399299 0.103679292899499 0.112757304372014 0.110282792647039 0.200772164685532 0.115974285945261 0.0462324267399299 0.103679292899499 0.112757304372014 0.0467524739433246 0.104184567964188 0.113686548439096 0.0462324267399299 0.103679292899499 0.112757304372014 0.0471743148448955 0.104972633928261 0.113715333756243
