"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_gama1" "se_MLE_beta1" "se_SMLE_beta2" "se_SMLE_gama1" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_gama1" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_gama1" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_gama1"
0.0367754393028368 0.0833786232917846 0.0800157488294377 0.0804457093540641 0.147095699301512 0.0824177763195258 0.0367754393028368 0.0833786232917846 0.0800157488294377 0.0371120719963693 0.0841951831713698 0.081106355994617 0.0367754393028368 0.0833786232917846 0.0800157488294377 0.0374358828979442 0.0847592491613799 0.0810876140036604
0.0354318056792122 0.081372059690549 0.0799658241578507 0.0778004288978748 0.143954529386678 0.0822066494038537 0.0354318056792122 0.081372059690549 0.0799658241578507 0.0356112896874145 0.0811085663656564 0.0809966245721963 0.0354318056792122 0.081372059690549 0.0799658241578507 0.0358958516398724 0.0816311220723414 0.0809788247282202
0.03513363023954 0.081621023539597 0.0799830232089852 0.0787657484488262 0.146345333301336 0.0824167164064199 0.03513363023954 0.081621023539597 0.0799830232089852 0.036854941737758 0.0850685073095163 0.0807653578134819 0.03513363023954 0.081621023539597 0.0799830232089852 0.036467056512642 0.0842906377566102 0.0810940599913517
0.0363799953283077 0.0826041552669219 0.0799771068326613 0.0789256160820507 0.145290535184968 0.0822327711954027 0.0363799953283077 0.0826041552669219 0.0799771068326613 0.0373772352186878 0.0847145579481505 0.0811004084720579 0.0363799953283077 0.0826041552669219 0.0799771068326613 0.0376961810466259 0.0852766582551823 0.0810816963247291
0.0379453685740175 0.0858332205775872 0.0801045192249719 0.0784834987399555 0.144543085520832 0.082374424660469 0.0379453685740175 0.0858332205775872 0.0801045192249719 0.0389160495773324 0.0879446197786871 0.0812409479795813 0.0379453685740175 0.0858332205775872 0.0801045192249719 0.0395723968526698 0.089111541958417 0.0812402961105053
0.0359538739813478 0.082603259593572 0.0800260863161287 0.0789737446012562 0.146144319680112 0.0825768133585077 0.0359538739813478 0.082603259593572 0.0800260863161287 0.0366370268516505 0.0840724869841239 0.0811376357447634 0.0359538739813478 0.082603259593572 0.0800260863161287 0.0369464776266098 0.0846571547829668 0.0811213292584266
0.0366551220491174 0.0834693447410511 0.0800255910065314 0.0781591450524888 0.144646885250409 0.0823577794438225 0.0366551220491174 0.0834693447410511 0.0800255910065314 0.0374946484640467 0.0854076601835767 0.0811552225007921 0.0366551220491174 0.0834693447410511 0.0800255910065314 0.0378956671648236 0.0861380627416973 0.0811418970898982
0.0353383518722005 0.0822588522433315 0.0800327538207094 0.0783422883050177 0.144662260432802 0.0823508195085721 0.0353383518722005 0.0822588522433315 0.0800327538207094 0.0360216160657372 0.0824836964345852 0.0806827685057008 0.0353383518722005 0.0822588522433315 0.0800327538207094 0.0356967615695623 0.0818537516428725 0.0810172533139797
0.0390726461564136 0.0883123062425495 0.0801729741549549 0.0804550759697746 0.147251440463397 0.0824150843236477 0.0390726461564136 0.0883123062425495 0.0801729741549549 0.0390728200220405 0.0879386549710223 0.0812093521957933 0.0390726461564136 0.0883123062425495 0.0801729741549549 0.0394861157727661 0.0886827495442013 0.0811961300013319
0.0367210148393783 0.0835073201382141 0.0800390481954255 0.0791404903201376 0.14622496796906 0.0825905496793277 0.0367210148393783 0.0835073201382141 0.0800390481954255 0.0378629248430346 0.086489449217909 0.081222143890823 0.0367210148393783 0.0835073201382141 0.0800390481954255 0.0382217024155133 0.0871418027932602 0.0812062812426659
0.0364805770210649 0.0834823817508657 0.0800454899617562 0.0779858229192991 0.144514288492228 0.082412404703641 0.0364805770210649 0.0834823817508657 0.0800454899617562 0.0371504041719035 0.0846440600422468 0.0811398192858676 0.0364805770210649 0.0834823817508657 0.0800454899617562 0.037534353149695 0.085346826970014 0.0811259860763629
0.0375320841545959 0.0857519933314106 0.0801060761891903 0.0789534492364723 0.146354210651494 0.0825238166742464 0.0375320841545959 0.0857519933314106 0.0801060761891903 0.0379214868720573 0.0868941882034286 0.0812258392989865 0.0375320841545959 0.0857519933314106 0.0801060761891903 0.0383751228245636 0.0877404834924816 0.0812159555635147
0.0358670451403094 0.0829210896882335 0.080041639995739 0.0776736360894887 0.144989265524213 0.0825352792277437 0.0358670451403094 0.0829210896882335 0.080041639995739 0.0365809974897013 0.0845090021038884 0.0811658237646059 0.0358670451403094 0.0829210896882335 0.080041639995739 0.0369023723855606 0.0851161360869419 0.0811493238911353
0.0359009763533628 0.0813173126549102 0.0799527880897278 0.0796632161238327 0.145928284583272 0.0823561962634592 0.0359009763533628 0.0813173126549102 0.0799527880897278 0.0371980919052673 0.0838580355160808 0.0806980218902623 0.0359009763533628 0.0813173126549102 0.0799527880897278 0.036846191115162 0.083171720967935 0.0810291194882175
0.0359869641533767 0.0819533183061441 0.0799645844768736 0.0782468380712082 0.144500103310435 0.0822252121679234 0.0359869641533767 0.0819533183061441 0.0799645844768736 0.0365313183812701 0.0832016805324945 0.0810617814694635 0.0359869641533767 0.0819533183061441 0.0799645844768736 0.0368763901254933 0.0838307747854845 0.0810460426765835
0.0341860109261192 0.0783032428404032 0.0798860040241673 0.079104761024612 0.145382999622242 0.0823751624548491 0.0341860109261192 0.0783032428404032 0.0798860040241673 0.0350697316691826 0.0797581333241087 0.0805857903413287 0.0341860109261192 0.0783032428404032 0.0798860040241673 0.0354800909433632 0.080553338443768 0.0806128199525825
0.0334800242967703 0.0776545848559292 0.0798815016635332 0.0762644703078284 0.142747613925462 0.0823353135234499 0.0334800242967703 0.0776545848559292 0.0798815016635332 0.0344555636645904 0.0797590850852039 0.0806180167397651 0.0334800242967703 0.0776545848559292 0.0798815016635332 0.0342052899150363 0.0792384494220969 0.0809568553007084
0.0361480623536565 0.0829519794868975 0.0800695384443147 0.0803587913319288 0.147465380297631 0.0828480826575959 0.0361480623536565 0.0829519794868975 0.0800695384443147 0.0373317506859149 0.0853394881039292 0.0812127159750586 0.0361480623536565 0.0829519794868975 0.0800695384443147 0.0376191199071071 0.0858569103862151 0.0811937020091079
