"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_gama3" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_beta3" "se_MLE_C_gama1" "se_MLE_C_gama2" "se_MLE_C_gama3" "se_SMLE_beta1" "se_SMLE_beta2" "se_SMLE_beta3" "se_SMLE_gama1" "se_SMLE_gama2" "se_SMLE_gama3" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_beta3" "se_SMLE_C_gama1" "se_SMLE_C_gama2" "se_SMLE_C_gama3" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_beta3" "se_MDPDE_gama1" "se_MDPDE_gama2" "se_MDPDE_gama3" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_beta3" "se_MDPDE_C_gama1" "se_MDPDE_C_gama2" "se_MDPDE_C_gama3"
0.084347943520296 0.105727269553648 0.100595426428621 0.542199441657909 0.737549089565558 0.755381675459255 0.196513167675159 0.280314083001809 0.261762436577868 0.519037060847919 0.691810306099817 0.717670525828862 0.084347943520296 0.105727269553648 0.100595426428621 0.542199441657909 0.737549089565558 0.755381675459255 0.086570758811729 0.108971086786543 0.103699832020782 0.546396562769189 0.743293758407756 0.76133186549131 0.084347943520296 0.105727269553648 0.100595426428621 0.542199441657909 0.737549089565558 0.755381675459255 0.0869879131684696 0.109365000765574 0.104065213607065 0.546428746992358 0.743370185731671 0.761414844611671
0.0565500767624962 0.0925508951532648 0.102871977243857 0.544221212729025 0.73860906120844 0.755272780112212 0.225453124015005 0.305585332588717 0.290901301069844 0.520945039372014 0.710062002485685 0.730603548160716 0.0565500767624962 0.0925508951532648 0.102871977243857 0.544221212729025 0.73860906120844 0.755272780112212 0.0501364404370728 0.102201361945037 0.12142890396962 0.543970312558437 0.737150767256163 0.749591394375051 0.0565500767624962 0.0925508951532648 0.102871977243857 0.544221212729025 0.73860906120844 0.755272780112212 0.0502249514681066 0.102435584779229 0.121749754435667 0.544074542657228 0.737274724425435 0.749642300013079
0.105554487981349 0.124591711681974 0.119828561379691 0.540482480649785 0.736370087564907 0.754503947983282 0.255157691924224 0.324756763027754 0.306033811749974 0.507235123320346 0.696372010874405 0.718901416389532 0.105554487981349 0.124591711681974 0.119828561379691 0.540482480649785 0.736370087564907 0.754503947983282 0.109069049224511 0.126104380629324 0.118047840934329 0.543891571139041 0.741764693335628 0.760332454167974 0.105554487981349 0.124591711681974 0.119828561379691 0.540482480649785 0.736370087564907 0.754503947983282 0.109287509260025 0.126586173175242 0.118747810143852 0.54398788901254 0.741874826075895 0.760437641363094
0.0855695354984678 0.10914133123448 0.119869760663643 0.542797072461994 0.737912559728502 0.754940273032752 0.223733173072775 0.293493689630729 0.27916802012693 0.520735633938133 0.711595897431521 0.732071006834741 0.0855695354984678 0.10914133123448 0.119869760663643 0.542797072461994 0.737912559728502 0.754940273032752 0.0878828437969372 0.11382671185757 0.127309977942132 0.552315886870988 0.750817286820562 0.767865523564866 0.0855695354984678 0.10914133123448 0.119869760663643 0.542797072461994 0.737912559728502 0.754940273032752 0.0883561598601467 0.114255802385203 0.127537172076234 0.55464091016702 0.754025496335256 0.771147128409252
0.0920611021082866 0.108768014043715 0.103160883722233 0.541075176255897 0.736998164868701 0.754900310004044 0.226463653015827 0.305485481028095 0.289178255404159 0.511182754307558 0.687461878700382 0.712912506762878 0.0920611021082866 0.108768014043715 0.103160883722233 0.541075176255897 0.736998164868701 0.754900310004044 0.0963677470057359 0.110567001455819 0.104355758135117 0.54449872881882 0.742470213607531 0.76061504595192 0.0920611021082866 0.108768014043715 0.103160883722233 0.541075176255897 0.736998164868701 0.754900310004044 0.0967357596416472 0.11080020343149 0.104577057264327 0.54449347185973 0.742539056117615 0.760689091253367
0.10779833078463 0.129651831863367 0.122657947037091 0.539872647390183 0.735806882579062 0.753969083431089 0.202198457891086 0.272488636108524 0.259751500443749 0.526079823687106 0.716180001040427 0.736299039198905 0.10779833078463 0.129651831863367 0.122657947037091 0.539872647390183 0.735806882579062 0.753969083431089 0.0930437897566394 0.108114047762298 0.102073973674227 0.558591113298005 0.761454186887157 0.780158411906991 0.10779833078463 0.129651831863367 0.122657947037091 0.539872647390183 0.735806882579062 0.753969083431089 0.0957013632511212 0.111479113619841 0.104966078558045 0.559735730078617 0.763097275047433 0.781941567560058
0.0936875654934103 0.105492177011538 0.0973108031138763 0.541053751700072 0.737271500894114 0.755613587715053 0.208342186479815 0.280434769440884 0.26336335566377 0.522364168469707 0.710575176309185 0.73151423139714 0.0936875654934103 0.105492177011538 0.0973108031138763 0.541053751700072 0.737271500894114 0.755613587715053 0.0797579252457391 0.0949828968315156 0.0976906206853832 0.547414652475276 0.744576895737751 0.762345141175955 0.0936875654934103 0.105492177011538 0.0973108031138763 0.541053751700072 0.737271500894114 0.755613587715053 0.0796013236614287 0.0959815916734716 0.10048065679483 0.547573490349871 0.744687746358325 0.762342599623721
0.0963852333333949 0.115475697015391 0.112064269923008 0.54149537938664 0.737206114482741 0.755214431725462 0.214174231288692 0.300275783252057 0.279575609804314 0.51954625483571 0.700314513326968 0.723948520698422 0.0963852333333949 0.115475697015391 0.112064269923008 0.54149537938664 0.737206114482741 0.755214431725462 0.102557216524328 0.121423524548403 0.115758742135633 0.544868342663627 0.742366195502178 0.760714964912536 0.0963852333333949 0.115475697015391 0.112064269923008 0.54149537938664 0.737206114482741 0.755214431725462 0.102127753050316 0.121397831239343 0.116149659268136 0.547296507069668 0.745608348477946 0.764034734309616
0.0710708546054567 0.0884335170211031 0.0882283672704418 0.543812810552592 0.739320088206607 0.756944210854225 0.233382799839992 0.287320315143789 0.272178590315165 0.512898804482782 0.705139060017144 0.726721227069083 0.0710708546054567 0.0884335170211031 0.0882283672704418 0.543812810552592 0.739320088206607 0.756944210854225 0.0695905844100673 0.0887606072213701 0.0900518104505145 0.550764074254033 0.748620645849426 0.766400636181037 0.0710708546054567 0.0884335170211031 0.0882283672704418 0.543812810552592 0.739320088206607 0.756944210854225 0.0696955631466266 0.0891282058023642 0.090615247045963 0.550647514020896 0.748449271856302 0.76621493379263
0.0899357480563165 0.104157040185149 0.0985572117771147 0.541635712967461 0.737755722814502 0.755856301444579 0.211863300732738 0.30196481050776 0.281198049124701 0.521704934948025 0.70452733469633 0.72716328880857 0.0899357480563165 0.104157040185149 0.0985572117771147 0.541635712967461 0.737755722814502 0.755856301444579 0.0978591691039811 0.109485817072883 0.101139569326242 0.546893924895342 0.746152682340033 0.764816902969685 0.0899357480563165 0.104157040185149 0.0985572117771147 0.541635712967461 0.737755722814502 0.755856301444579 0.0979613817317512 0.109959346857974 0.101788744163045 0.549507096544951 0.749684519747111 0.768471654366725
