"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_gama3" "se_MLE_C_beta1" "se_MLE_C_beta2" "se_MLE_C_beta3" "se_MLE_C_gama1" "se_MLE_C_gama2" "se_MLE_C_gama3" "se_SMLE_beta1" "se_SMLE_beta2" "se_SMLE_beta3" "se_SMLE_gama1" "se_SMLE_gama2" "se_SMLE_gama3" "se_SMLE_C_beta1" "se_SMLE_C_beta2" "se_SMLE_C_beta3" "se_SMLE_C_gama1" "se_SMLE_C_gama2" "se_SMLE_C_gama3" "se_MDPDE_beta1" "se_MDPDE_beta2" "se_MDPDE_beta3" "se_MDPDE_gama1" "se_MDPDE_gama2" "se_MDPDE_gama3" "se_MDPDE_C_beta1" "se_MDPDE_C_beta2" "se_MDPDE_C_beta3" "se_MDPDE_C_gama1" "se_MDPDE_C_gama2" "se_MDPDE_C_gama3"
0.0534749881444726 0.0647294305996303 0.0679255963297425 0.384280297804393 0.522524451878077 0.534913780662719 0.154233393008405 0.207048252000072 0.195112024236442 0.366091860552894 0.496076301579558 0.512336948525762 0.0534749881444726 0.0647294305996303 0.0679255963297425 0.384280297804393 0.522524451878077 0.534913780662719 0.0533937265180755 0.0646434917863712 0.068684115349312 0.3873408603434 0.526698345673271 0.53913821542787 0.0534749881444726 0.0647294305996303 0.0679255963297425 0.384280297804393 0.522524451878077 0.534913780662719 0.0537792747444423 0.0648745511189917 0.0685392888608664 0.388970653826683 0.528961924055362 0.541481895855632
0.0652656724110172 0.0849750830441769 0.0841405832485848 0.383428463349791 0.521297670673233 0.533837003440016 0.155759860764349 0.203836953789202 0.192573629360276 0.365567372225864 0.497534607478068 0.51315593233328 0.0652656724110172 0.0849750830441769 0.0841405832485848 0.383428463349791 0.521297670673233 0.533837003440016 0.0630668064805281 0.084151537360951 0.0835177990956512 0.393051013858155 0.534196344110944 0.547040464848049 0.0652656724110172 0.0849750830441769 0.0841405832485848 0.383428463349791 0.521297670673233 0.533837003440016 0.0576138341163238 0.0942554027778739 0.111042591462558 0.384790346419217 0.521569878744597 0.531735393468282
0.0701274140788341 0.0887802669900535 0.0921967496882762 0.383033542845967 0.520955648250857 0.533330656494795 0.168658410272209 0.217250713392654 0.205355502653556 0.364208602058053 0.498578819012968 0.513904377603814 0.0701274140788341 0.0887802669900535 0.0921967496882762 0.383033542845967 0.520955648250857 0.533330656494795 0.0685243651989182 0.0902235621373718 0.0971749126640994 0.39255435697493 0.533578731895223 0.545955286153394 0.0701274140788341 0.0887802669900535 0.0921967496882762 0.383033542845967 0.520955648250857 0.533330656494795 0.068794788685865 0.0908697019924332 0.0980316149459425 0.393889443359821 0.535381339853347 0.547766621300159
0.0734341730083067 0.0897111478057196 0.087727531466689 0.382461464660519 0.520738731802537 0.533483467705427 0.167495735072033 0.211107891634799 0.199497646120741 0.363879541470984 0.499622099425267 0.51478035771179 0.0734341730083067 0.0897111478057196 0.087727531466689 0.382461464660519 0.520738731802537 0.533483467705427 0.0751947106657628 0.0930885467114464 0.0915160310594742 0.389152699837782 0.529849658399914 0.54285628874666 0.0734341730083067 0.0897111478057196 0.087727531466689 0.382461464660519 0.520738731802537 0.533483467705427 0.0749751774090161 0.0940096764878767 0.0932186710345134 0.388857965838129 0.529295738249765 0.54223160372432
0.0561518571312636 0.0665663475362829 0.0628409098077371 0.383760328977775 0.522277496822998 0.534911797244866 0.139783113234614 0.193863150103447 0.181149806461617 0.369845192154784 0.499722991809896 0.515468021412279 0.0561518571312636 0.0665663475362829 0.0628409098077371 0.383760328977775 0.522277496822998 0.534911797244866 0.0569504676807446 0.0676249294797338 0.063922618017533 0.386805686377389 0.526447080303677 0.539219243178252 0.0561518571312636 0.0665663475362829 0.0628409098077371 0.383760328977775 0.522277496822998 0.534911797244866 0.0575685459986264 0.068045443789176 0.0641422766906021 0.386779949752192 0.526481059118524 0.539269539352744
0.0640486243353711 0.0839546764200704 0.0873153813433155 0.38359462513563 0.521419223461918 0.533809425586337 0.16075190173884 0.209235296818958 0.19776180445242 0.365885501326193 0.499532340459665 0.514887257405787 0.0640486243353711 0.0839546764200704 0.0873153813433155 0.38359462513563 0.521419223461918 0.533809425586337 0.0660463782815341 0.0837727097667101 0.0848568291925548 0.388097314114658 0.527833060785605 0.540536498291975 0.0640486243353711 0.0839546764200704 0.0873153813433155 0.38359462513563 0.521419223461918 0.533809425586337 0.0664801168884117 0.0838703136040224 0.0845530645538796 0.389782157089931 0.530195481940918 0.542991363176297
0.0676697902092989 0.084594073655974 0.0861917544815135 0.383197950446609 0.521305321660567 0.533824529175203 0.152977722015098 0.191077526444567 0.182148103214934 0.368908525290018 0.506035825069826 0.520441060207238 0.0676697902092989 0.084594073655974 0.0861917544815135 0.383197950446609 0.521305321660567 0.533824529175203 0.0703026309913358 0.0875412674225967 0.0900144638053273 0.389787874228189 0.530387766644589 0.543120431774357 0.0676697902092989 0.084594073655974 0.0861917544815135 0.383197950446609 0.521305321660567 0.533824529175203 0.0707030111111821 0.0877656575730316 0.0899639524889073 0.391401803294681 0.53264603721395 0.545463517445747
0.071419538372522 0.0869199189902668 0.0864949273258821 0.38273468485753 0.520979411902983 0.533651708112778 0.164861844100167 0.209528128079789 0.198157255021963 0.363620902538973 0.498163544586082 0.513504044875099 0.071419538372522 0.0869199189902668 0.0864949273258821 0.38273468485753 0.520979411902983 0.533651708112778 0.0741117088343938 0.0873333618403325 0.0839324909165135 0.386897264190625 0.527216173201991 0.540299879849841 0.071419538372522 0.0869199189902668 0.0864949273258821 0.38273468485753 0.520979411902983 0.533651708112778 0.0741906135033506 0.0877393282259941 0.0846078356323037 0.386835545679674 0.527095048634538 0.540159938842371
0.0680137588146451 0.0822010925168139 0.0782347171765646 0.382748822590639 0.521195198170283 0.533922133686813 0.159021738398207 0.203906412854703 0.192898640440647 0.36471545626494 0.498585210003135 0.513798262008171 0.0680137588146451 0.0822010925168139 0.0782347171765646 0.382748822590639 0.521195198170283 0.533922133686813 0.0679018443286794 0.0811342831353982 0.0768796668506361 0.387468067912475 0.527776714118207 0.540727900563031 0.0680137588146451 0.0822010925168139 0.0782347171765646 0.382748822590639 0.521195198170283 0.533922133686813 0.0681015682253138 0.0814379016844461 0.0771857362724554 0.387364861894064 0.527644141358987 0.540594574316816
0.0649523399165359 0.0798509187950776 0.0770381488418974 0.383170730624266 0.521482184667363 0.534165749307235 0.154159763668467 0.215368830619894 0.200735366500605 0.365398608050482 0.491873651186168 0.508939467816604 0.0649523399165359 0.0798509187950776 0.0770381488418974 0.383170730624266 0.521482184667363 0.534165749307235 0.0666645169323526 0.0821099010729183 0.0793317174230352 0.386062488584245 0.525468273431997 0.538296254616435 0.0649523399165359 0.0798509187950776 0.0770381488418974 0.383170730624266 0.521482184667363 0.534165749307235 0.0668487639213886 0.0824320447291338 0.0796406710770897 0.386109220147468 0.525534477536298 0.538366436378876
0.0774025067988167 0.0965004341314652 0.0985298289133298 0.382268876552103 0.520281798595517 0.532783583809757 0.165020461842806 0.210192819817227 0.20027816394759 0.366417116913879 0.502400737496212 0.517046734283745 0.0774025067988167 0.0965004341314652 0.0985298289133298 0.382268876552103 0.520281798595517 0.532783583809757 0.0787806136874044 0.100693194224278 0.106280542364357 0.388953692140634 0.529173997225816 0.541629859975865 0.0774025067988167 0.0965004341314652 0.0985298289133298 0.382268876552103 0.520281798595517 0.532783583809757 0.0792595520086129 0.10095962432091 0.106106168080747 0.390524623649974 0.531386577893168 0.543936521165197
