"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_gama1" "MLE_gama2" "MLE_gama3" "MLE_C_beta1" "MLE_C_beta2" "MLE_C_beta3" "MLE_C_gama1" "MLE_C_gama2" "MLE_C_gama3" "SMLE_beta1" "SMLE_beta2" "SMLE_beta3" "SMLE_gama1" "SMLE_gama2" "SMLE_gama3" "SMLE_C_beta1" "SMLE_C_beta2" "SMLE_C_beta3" "SMLE_C_gama1" "SMLE_C_gama2" "SMLE_C_gama3" "MDPDE_beta1" "MDPDE_beta2" "MDPDE_beta3" "MDPDE_gama1" "MDPDE_gama2" "MDPDE_gama3" "MDPDE_C_beta1" "MDPDE_C_beta2" "MDPDE_C_beta3" "MDPDE_C_gama1" "MDPDE_C_gama2" "MDPDE_C_gama3"
0.695032822329671 -1.11971826153824 -1.11320814605222 4.42253657197203 1.30176040267641 -0.301208046230019 0.24061185919462 -0.444935223153281 -0.825627845612131 1.66054224895842 -0.723150137702172 2.69741454701744 0.695032822329671 -1.11971826153824 -1.11320814605222 4.42253657197203 1.30176040267641 -0.301208046230019 0.664330303704682 -1.10158416245277 -1.07120845988302 4.46866886905677 1.3416683302665 -0.454768047470933 0.695032822329671 -1.11971826153824 -1.11320814605222 4.42253657197203 1.30176040267641 -0.301208046230019 0.663803285798583 -1.10161169704779 -1.07092734712317 4.43228405339427 1.38306671981448 -0.418934112770904
0.802523413522717 -1.17829427279675 -1.10506695641381 4.01504925313178 0.26357346393048 0.644788738010886 0.380348891102881 -0.641291798689589 -0.776163975279829 1.59012684357694 -0.463263414433711 2.62158882853449 0.802523413522717 -1.17829427279675 -1.10506695641381 4.01504925313178 0.26357346393048 0.644788738010886 0.80029535637886 -1.19162229238956 -1.08742166551249 4.19216505657773 0.0636482668589259 0.586433350829122 0.802523413522717 -1.17829427279675 -1.10506695641381 4.01504925313178 0.26357346393048 0.644788738010886 0.759285860297294 -1.15035424412851 -0.98434218894038 5.36874375859575 -1.16013700945679 -1.70438430823329
0.773209392160757 -1.16699942121147 -1.12248338690434 3.9710846425028 0.697571530839972 -0.0190048101730397 0.280682407996881 -0.6337442653144 -0.663723720344218 1.53640828314996 0.0258257540483309 1.96788821424325 0.773209392160757 -1.16699942121147 -1.12248338690434 3.9710846425028 0.697571530839972 -0.0190048101730397 0.806214418970572 -1.18840544539463 -1.16465126251934 4.26225238527743 0.356117787492632 -0.354180674689683 0.773209392160757 -1.16699942121147 -1.12248338690434 3.9710846425028 0.697571530839972 -0.0190048101730397 0.803882780614683 -1.1861339467272 -1.16066387920745 4.26612243865313 0.329303205931431 -0.371250098074795
0.795692116458955 -1.18780923046292 -1.22146592480043 3.53039088456506 0.892500071103285 0.813648809687549 0.267626094716075 -0.655572078803208 -0.699039747397427 1.44999531344724 0.207629038494966 2.09558091740029 0.795692116458955 -1.18780923046292 -1.22146592480043 3.53039088456506 0.892500071103285 0.813648809687549 0.765136308147919 -1.17287830761212 -1.19208668957225 3.55586749417303 0.772031233741506 0.76699576905401 0.795692116458955 -1.18780923046292 -1.22146592480043 3.53039088456506 0.892500071103285 0.813648809687549 0.762693212969729 -1.16707794776336 -1.18802387775885 3.62944792419247 0.664377098901402 0.658401479760828
0.663294001786182 -1.11363051028193 -1.03362988924002 3.76998315517631 1.03031144457227 1.45256780743703 0.309416373544479 -0.640485910738229 -0.740141772562529 1.97252621967257 -0.940114209773559 2.60935849589201 0.663294001786182 -1.11363051028193 -1.03362988924002 3.76998315517631 1.03031144457227 1.45256780743703 0.666981345848953 -1.12352523457481 -1.03512382811204 3.77247681686519 1.03764204055382 1.39505046007169 0.663294001786182 -1.11363051028193 -1.03362988924002 3.76998315517631 1.03031144457227 1.45256780743703 0.665364516359377 -1.12157142877318 -1.03435061738025 3.71172556799559 1.06166884616919 1.46969468848726
0.783247449724031 -1.13442516746646 -1.24825185352775 4.23139945129903 0.324069885873097 0.0980468596525148 0.266345338115553 -0.56114833215206 -0.745456681099731 1.6292577654204 -0.166761771091229 2.15388770904796 0.783247449724031 -1.13442516746646 -1.24825185352775 4.23139945129903 0.324069885873097 0.0980468596525148 0.77255718768148 -1.10136877726712 -1.22326012522368 4.0071078254551 0.575773735195157 0.386605873332135 0.783247449724031 -1.13442516746646 -1.24825185352775 4.23139945129903 0.324069885873097 0.0980468596525148 0.772686068241982 -1.1012613167846 -1.2234720263121 3.96365222361911 0.617699552736263 0.443086056642955
0.695636731608937 -1.15491518745993 -1.11457475888727 3.92169246024968 0.829411590890238 0.21633639182536 0.253384408477291 -0.663787720265478 -0.707348303984249 1.80182103951077 0.523657243292076 1.49228599929338 0.695636731608937 -1.15491518745993 -1.11457475888727 3.92169246024968 0.829411590890238 0.21633639182536 0.699937906603625 -1.16225871553019 -1.10605187495901 3.89084588981283 0.903515489827051 0.0763840112671014 0.695636731608937 -1.15491518745993 -1.11457475888727 3.92169246024968 0.829411590890238 0.21633639182536 0.699938648918076 -1.16173103243344 -1.10689108506792 3.86201235897899 0.932340064232454 0.104574846422249
0.782842901435849 -1.16877610095882 -1.20170759725857 3.66866888091615 1.02867797082424 0.465290457142645 0.289699050238829 -0.630530121582837 -0.769563447994326 1.42127814524506 -0.0388235180503671 2.43472770847358 0.782842901435849 -1.16877610095882 -1.20170759725857 3.66866888091615 1.02867797082424 0.465290457142645 0.814643927122262 -1.22243277128448 -1.23432046234132 3.37430155038823 1.32362724479945 0.857729001846999 0.782842901435849 -1.16877610095882 -1.20170759725857 3.66866888091615 1.02867797082424 0.465290457142645 0.813235104741617 -1.21954942567008 -1.23402493205871 3.39372494749089 1.28718034202682 0.825016256471113
0.73212664308511 -1.19433347946383 -1.10121217882287 3.47979393254408 0.857368969735825 1.36547107989025 0.301662293850332 -0.674725418714139 -0.747382957909209 1.4851943206882 -0.204434372600958 2.59388337817266 0.73212664308511 -1.19433347946383 -1.10121217882287 3.47979393254408 0.857368969735825 1.36547107989025 0.773238775206065 -1.23800256485332 -1.13964234259558 3.44483020341972 0.962296922538186 1.42904071714667 0.73212664308511 -1.19433347946383 -1.10121217882287 3.47979393254408 0.857368969735825 1.36547107989025 0.771817324839742 -1.23699733545237 -1.13875306371188 3.43873136332389 0.953272895181425 1.42994825643526
0.822144530900713 -1.18942701441048 -1.31082236693824 3.6804563909371 0.674992047489532 1.2729865484813 0.353921455905632 -0.649189040800885 -0.862481002895525 1.69969932245079 -1.14822091353321 2.8980028969981 0.822144530900713 -1.18942701441048 -1.31082236693824 3.6804563909371 0.674992047489532 1.2729865484813 0.826583449527788 -1.17968612948224 -1.32000515001962 3.6509715209716 0.656285817231078 1.25275504543218 0.822144530900713 -1.18942701441048 -1.31082236693824 3.6804563909371 0.674992047489532 1.2729865484813 0.825055257839111 -1.17868190430155 -1.31815024565038 3.64582944371526 0.642880859981491 1.25834515996732
